ObjectID,AccessionNumber,MediaXrefID,ImageURL,Filename,MediaType,MediaView,Rank,IsPrimary
4865,37.490,28602,https://art.thewalters.org/images/raw/PS1_37.490_Fnt_DD_T10.jpg,PS1_37.490_Fnt_DD_T10.jpg,Image,Front,1,1
35155,37.491,24566,https://art.thewalters.org/images/raw/PL2_37.491_Fnt_BW_H70.jpg,PL2_37.491_Fnt_BW_H70.jpg,Image,Front,2,0
32507,37.492,29265,https://art.thewalters.org/images/raw/PL7_37.492_Fnt_BW_H73.jpg,PL7_37.492_Fnt_BW_H73.jpg,Image,Front,1,1
9408,37.494,36989,https://art.thewalters.org/images/raw/PL7_37.494_Fnt_BW.jpg,PL7_37.494_Fnt_BW.jpg,Image,Front,1,1
13450,37.495,29266,https://art.thewalters.org/images/raw/PL7_37.495_Fnt_BW.jpg,PL7_37.495_Fnt_BW.jpg,Image,Front,2,0
13450,37.495,41406,https://art.thewalters.org/images/raw/PL1_37.495_Fnt_TR_T98II.jpg,PL1_37.495_Fnt_TR_T98II.jpg,Image,Front,1,1
40438,37.496,11870,https://art.thewalters.org/images/raw/PL1_37.496_Fnt_TR_T88III.jpg,PL1_37.496_Fnt_TR_T88III.jpg,Image,Front,2,0
40438,37.496,95105,https://art.thewalters.org/images/raw/PS4_37.496_Rev_DD_AT21_21381-tms.jpg,PS4_37.496_Rev_DD_AT21_21381-tms.jpg,Image,reverse,2,0
40438,37.496,29267,https://art.thewalters.org/images/raw/PL7_37.496_Rev_BW_H61.jpg,PL7_37.496_Rev_BW_H61.jpg,Image,Reverse,3,0
40438,37.496,95104,https://art.thewalters.org/images/raw/PS4_37.496_Fnt_DD_AT21_21372-tms.jpg,PS4_37.496_Fnt_DD_AT21_21372-tms.jpg,Image,front,1,1
478,37.497,31876,https://art.thewalters.org/images/raw/PL2_37.497_Fnt_NG_3090.jpg,PL2_37.497_Fnt_NG_3090.jpg,Image,Front,2,0
478,37.497,45872,https://art.thewalters.org/images/raw/CON_37.497_XR_1969.jpg,CON_37.497_XR_1969.jpg,Image,X R,3,0
478,37.497,29268,https://art.thewalters.org/images/raw/PL7_37.497_Fnt_BW.jpg,PL7_37.497_Fnt_BW.jpg,Image,Front,1,1
38242,37.498,47732,https://art.thewalters.org/images/raw/CON_37.498_XR_1959.jpg,CON_37.498_XR_1959.jpg,Image,X R,2,0
38242,37.498,36990,https://art.thewalters.org/images/raw/PL7_37.498_Fnt_BW.jpg,PL7_37.498_Fnt_BW.jpg,Image,Front,1,1
16933,37.499,7925,https://art.thewalters.org/images/raw/PS1_37.499_Fnt_DD_T07.jpg,PS1_37.499_Fnt_DD_T07.jpg,Image,Front,1,1
31086,37.5,11430,https://art.thewalters.org/images/raw/PS1_37.5_FntAftTrt_DD_T08.jpg,PS1_37.5_FntAftTrt_DD_T08.jpg,Image,Front,1,1
3942,37.50,58628,https://art.thewalters.org/images/raw/PS1_37.50_Det_DD_T14.jpg,PS1_37.50_Det_DD_T14.jpg,Image,detail,2,0
3942,37.50,58629,https://art.thewalters.org/images/raw/PS1_37.50_FntCc_DD_T14.jpg,PS1_37.50_FntCc_DD_T14.jpg,Image,front,3,0
3942,37.50,58627,https://art.thewalters.org/images/raw/PS1_37.50_Back_DD_T14.jpg,PS1_37.50_Back_DD_T14.jpg,Image,front,4,0
3942,37.50,24605,https://art.thewalters.org/images/raw/PL2_37.50_Fnt_BW.jpg,PL2_37.50_Fnt_BW.jpg,Image,Front,6,0
3942,37.50,58630,https://art.thewalters.org/images/raw/PS1_37.50_Fnt_DD_T14.jpg,PS1_37.50_Fnt_DD_T14.jpg,Image,front,1,1
14707,37.500,29269,https://art.thewalters.org/images/raw/PL7_37.500_Fnt_BW_H57.jpg,PL7_37.500_Fnt_BW_H57.jpg,Image,Front,2,0
14707,37.500,7927,https://art.thewalters.org/images/raw/PS1_37.500_FntCc_DD_T06.jpg,PS1_37.500_FntCc_DD_T06.jpg,Image,Front,1,1
2706,37.501,46882,https://art.thewalters.org/images/raw/CON_37.501_XR_1962.jpg,CON_37.501_XR_1962.jpg,Image,X R,3,0
2706,37.501,29270,https://art.thewalters.org/images/raw/PL7_37.501_Fnt_BW.jpg,PL7_37.501_Fnt_BW.jpg,Image,Front,1,1
21135,37.502,11139,https://art.thewalters.org/images/raw/PL7_37.502_Fnt_BW.jpg,PL7_37.502_Fnt_BW.jpg,Image,Front,1,1
30825,37.503,29271,https://art.thewalters.org/images/raw/PL7_37.503_Fnt_BW_H43.jpg,PL7_37.503_Fnt_BW_H43.jpg,Image,Front,1,1
24646,37.505,36991,https://art.thewalters.org/images/raw/PL7_37.505_Fnt_BW.jpg,PL7_37.505_Fnt_BW.jpg,Image,Front,2,0
24646,37.505,41407,https://art.thewalters.org/images/raw/PL1_37.505_Fnt_TR_T91II.jpg,PL1_37.505_Fnt_TR_T91II.jpg,Image,Front,1,1
30991,37.506,31881,https://art.thewalters.org/images/raw/PL2_37.506_Fnt_NG_3085.jpg,PL2_37.506_Fnt_NG_3085.jpg,Image,Front,1,1
3376,37.507,47733,https://art.thewalters.org/images/raw/CON_37.507_XR_1961.jpg,CON_37.507_XR_1961.jpg,Image,X R,2,0
3376,37.507,63108,https://art.thewalters.org/images/raw/PS1_37.507_AT_DD_T14.jpg,PS1_37.507_AT_DD_T14.jpg,Image,front,1,1
76664,37.508,46808,https://art.thewalters.org/images/raw/PL2_37.508_ViewA_BW_H74.jpg,PL2_37.508_ViewA_BW_H74.jpg,Image,A,2,0
76664,37.508,46809,https://art.thewalters.org/images/raw/PL2_37.508_ViewB_BW_H73.jpg,PL2_37.508_ViewB_BW_H73.jpg,Image,B,3,0
76660,37.508C,36992,https://art.thewalters.org/images/raw/PL7_37.508C_Fnt_BW.jpg,PL7_37.508C_Fnt_BW.jpg,Image,Front,1,1
21319,37.508D,29273,https://art.thewalters.org/images/raw/PL7_37.508D_Fnt_BW_H74.jpg,PL7_37.508D_Fnt_BW_H74.jpg,Image,Front,1,1
37520,37.509,4072,https://art.thewalters.org/images/raw/PL1_37.509_Fnt_TR_T03IV.jpg,PL1_37.509_Fnt_TR_T03IV.jpg,Image,Front,1,1
12697,37.51,4073,https://art.thewalters.org/images/raw/PL1_37.51_Fnt_TR_T99II.jpg,PL1_37.51_Fnt_TR_T99II.jpg,Image,Front,1,1
33091,37.510,47734,https://art.thewalters.org/images/raw/CON_37.510_XR_1962.jpg,CON_37.510_XR_1962.jpg,Image,X R,2,0
33091,37.510,4074,https://art.thewalters.org/images/raw/PL1_37.510_Fnt_TR_C80II.jpg,PL1_37.510_Fnt_TR_C80II.jpg,Image,Front,1,1
40682,37.512,47735,https://art.thewalters.org/images/raw/CON_37.512_XR_1973.jpg,CON_37.512_XR_1973.jpg,Image,X R,4,0
40682,37.512,4241,https://art.thewalters.org/images/raw/PL9_37.512_Fnt_SL.jpg,PL9_37.512_Fnt_SL.jpg,Image,Front,1,1
19262,37.513,46883,https://art.thewalters.org/images/raw/CON_37.513_XR_1957.jpg,CON_37.513_XR_1957.jpg,Image,X R,2,0
19262,37.513,36993,https://art.thewalters.org/images/raw/PL7_37.513_Fnt_BW.jpg,PL7_37.513_Fnt_BW.jpg,Image,Front,1,1
3324,37.514,31884,https://art.thewalters.org/images/raw/PL2_37.514_Fnt_NG_H54_infrared.jpg,PL2_37.514_Fnt_NG_H54_infrared.jpg,Image,Front,2,0
3324,37.514,29275,https://art.thewalters.org/images/raw/PL7_37.514_Fnt_BW_H74.jpg,PL7_37.514_Fnt_BW_H74.jpg,Image,Front,1,1
36475,37.515,48152,https://art.thewalters.org/images/raw/CON_37.515_XR_1964.jpg,CON_37.515_XR_1964.jpg,Image,X R,4,0
36475,37.515,4242,https://art.thewalters.org/images/raw/PL9_37.515_Fnt_SL.jpg,PL9_37.515_Fnt_SL.jpg,Image,Front,1,1
39200,37.516,47990,https://art.thewalters.org/images/raw/CON_37.516_XR_1970.jpg,CON_37.516_XR_1970.jpg,Image,X R,2,0
39200,37.516,4075,https://art.thewalters.org/images/raw/PL1_37.516_Fnt_TR_T04V.jpg,PL1_37.516_Fnt_TR_T04V.jpg,Image,Front,1,1
76667,37.517,11356,https://art.thewalters.org/images/raw/PL1_37.517_LftSide_TR_T98IV.jpg,PL1_37.517_LftSide_TR_T98IV.jpg,Image,Side,2,0
76667,37.517,11357,https://art.thewalters.org/images/raw/PL1_37.517_RtSide_TR_T98IV.jpg,PL1_37.517_RtSide_TR_T98IV.jpg,Image,Side,3,0
76667,37.517,11355,https://art.thewalters.org/images/raw/PL1_37.517_Cntr_TR_T98IV.jpg,PL1_37.517_Cntr_TR_T98IV.jpg,Image,Center,1,1
17237,37.517A,29315,https://art.thewalters.org/images/raw/PL1_37.517_Cntr_TR_T98IV.jpg,PL1_37.517_Cntr_TR_T98IV.jpg,Image,Center,1,1
76658,37.517B,24506,https://art.thewalters.org/images/raw/PL1_37.517_RtSide_TR_T98IV.jpg,PL1_37.517_RtSide_TR_T98IV.jpg,Image,Side,1,1
76659,37.517C,24504,https://art.thewalters.org/images/raw/PL1_37.517_LftSide_TR_T98IV.jpg,PL1_37.517_LftSide_TR_T98IV.jpg,Image,Side,1,1
11995,37.518,41408,https://art.thewalters.org/images/raw/PL1_37.518_Fnt_TR_T00II.jpg,PL1_37.518_Fnt_TR_T00II.jpg,Image,Front,1,1
344,37.519,4076,https://art.thewalters.org/images/raw/PL1_37.519_Fnt_TR_T90II.jpg,PL1_37.519_Fnt_TR_T90II.jpg,Image,Front,1,1
21652,37.52,4077,https://art.thewalters.org/images/raw/PL1_37.52_Fnt_TR_C80.jpg,PL1_37.52_Fnt_TR_C80.jpg,Image,Front,2,0
21652,37.52,24606,https://art.thewalters.org/images/raw/PL2_37.52_Fnt_BW_T84.jpg,PL2_37.52_Fnt_BW_T84.jpg,Image,Front,3,0
21652,37.52,41155,https://art.thewalters.org/images/raw/PL1_37.52_Fnt_TR_C80IA.jpg,PL1_37.52_Fnt_TR_C80IA.jpg,Image,Front,1,1
36737,37.520,47882,https://art.thewalters.org/images/raw/CON_37.520_XR_1959.jpg,CON_37.520_XR_1959.jpg,Image,X R,5,0
36737,37.520,94374,https://art.thewalters.org/images/raw/PS4_37.520_Back_DD_AT19_17252-tms.jpg,PS4_37.520_Back_DD_AT19_17252-tms.jpg,Image,back,6,0
36737,37.520,4078,https://art.thewalters.org/images/raw/PL1_37.520_Fnt_TR_T94III.jpg,PL1_37.520_Fnt_TR_T94III.jpg,Image,Front,1,1
19567,37.521,48153,https://art.thewalters.org/images/raw/CON_37.521_XR_1965.jpg,CON_37.521_XR_1965.jpg,Image,X R,2,0
19567,37.521,36994,https://art.thewalters.org/images/raw/PL7_37.521_Fnt_BW.jpg,PL7_37.521_Fnt_BW.jpg,Image,Front,1,1
19383,37.522,4080,https://art.thewalters.org/images/raw/PL1_37.522_VwB_TR_T96.jpg,PL1_37.522_VwB_TR_T96.jpg,Image,Detail,1,1
15547,37.523,47736,https://art.thewalters.org/images/raw/CON_37.523_XR_1957.jpg,CON_37.523_XR_1957.jpg,Image,X R,3,0
15547,37.523,29282,https://art.thewalters.org/images/raw/PL7_37.523_Fnt_BW.jpg,PL7_37.523_Fnt_BW.jpg,Image,Front,1,1
33943,37.524,48154,https://art.thewalters.org/images/raw/CON_37.524_XR_1978.jpg,CON_37.524_XR_1978.jpg,Image,X R,2,0
33943,37.524,36995,https://art.thewalters.org/images/raw/PL7_37.524_Fnt_BW.jpg,PL7_37.524_Fnt_BW.jpg,Image,Front,1,1
21164,37.525,29283,https://art.thewalters.org/images/raw/PL7_37.525_Fnt_BW_H45.jpg,PL7_37.525_Fnt_BW_H45.jpg,Image,Front,1,1
33900,37.526,11144,https://art.thewalters.org/images/raw/PL7_37.526_Fnt_BW.jpg,PL7_37.526_Fnt_BW.jpg,Image,Front,1,1
18057,37.527,47737,https://art.thewalters.org/images/raw/CON_37.527_XR_1951.jpg,CON_37.527_XR_1951.jpg,Image,X R,2,0
18057,37.527,31896,https://art.thewalters.org/images/raw/PL2_37.527_Fnt_NG_3227.jpg,PL2_37.527_Fnt_NG_3227.jpg,Image,Front,1,1
4752,37.529,38574,https://art.thewalters.org/images/raw/PL7_37.529_Ftn_BW_3658.jpg,PL7_37.529_Ftn_BW_3658.jpg,Image,,2,0
4752,37.529,97053,https://art.thewalters.org/images/raw/PS4_37.529_FntVwA_DD_AT22_33447-tms.jpg,PS4_37.529_FntVwA_DD_AT22_33447-tms.jpg,Image,front,1,1
20460,37.53,486,https://art.thewalters.org/images/raw/ARG_37.53_Fnt_UK.jpg,ARG_37.53_Fnt_UK.jpg,Image,Front,2,0
20460,37.53,41156,https://art.thewalters.org/images/raw/PL1_37.53_Fnt_TR_II.jpg,PL1_37.53_Fnt_TR_II.jpg,Image,Front,1,1
16063,37.530,25825,https://art.thewalters.org/images/raw/PL2_37.530_Fnt_BW_H70.jpg,PL2_37.530_Fnt_BW_H70.jpg,Image,Front,1,1
3723,37.531,31865,https://art.thewalters.org/images/raw/PL7_37.531B_Fnt_BW_H69.jpg,PL7_37.531B_Fnt_BW_H69.jpg,Image,Front,2,0
3723,37.531,31864,https://art.thewalters.org/images/raw/PL7_37.531A_Fnt_BW_H69.jpg,PL7_37.531A_Fnt_BW_H69.jpg,Image,Front,3,0
3723,37.531,31863,https://art.thewalters.org/images/raw/PL7_37.531C_Fnt_BW_H69.jpg,PL7_37.531C_Fnt_BW_H69.jpg,Image,Front,4,0
3723,37.531,45741,https://art.thewalters.org/images/raw/PS1_37.531_Fnt_DD_T13.jpg,PS1_37.531_Fnt_DD_T13.jpg,Image,Front,1,1
82253,37.531A,29725,https://art.thewalters.org/images/raw/PL7_37.531A_Fnt_BW_H69.jpg,PL7_37.531A_Fnt_BW_H69.jpg,Image,Front,3,0
82253,37.531A,74858,https://art.thewalters.org/images/raw/PS1_37.531a_Fnt_DD_T16-tms.jpg,PS1_37.531a_Fnt_DD_T16-tms.jpg,Image,front,1,1
82254,37.531B,29726,https://art.thewalters.org/images/raw/PL7_37.531B_Fnt_BW_H69.jpg,PL7_37.531B_Fnt_BW_H69.jpg,Image,Front,4,0
82254,37.531B,74861,https://art.thewalters.org/images/raw/PS1_37.531b_Fnt_DD_T16-tms.jpg,PS1_37.531b_Fnt_DD_T16-tms.jpg,Image,front,1,1
82255,37.531C,29727,https://art.thewalters.org/images/raw/PL7_37.531C_Fnt_BW_H69.jpg,PL7_37.531C_Fnt_BW_H69.jpg,Image,Front,4,0
82255,37.531C,74864,https://art.thewalters.org/images/raw/PS1_37.531c_Fnt_DD_T16-tms.jpg,PS1_37.531c_Fnt_DD_T16-tms.jpg,Image,front,1,1
37315,37.532,47738,https://art.thewalters.org/images/raw/CON_37.532_XR_1970.jpg,CON_37.532_XR_1970.jpg,Image,X R,2,0
37315,37.532,36996,https://art.thewalters.org/images/raw/PL7_37.532_Fnt_BW.jpg,PL7_37.532_Fnt_BW.jpg,Image,Front,1,1
7349,37.533,36997,https://art.thewalters.org/images/raw/PL7_37.533_Fnt_BW.jpg,PL7_37.533_Fnt_BW.jpg,Image,Front,1,1
8168,37.534,29728,https://art.thewalters.org/images/raw/PL7_37.534_Fnt_BW_H74.jpg,PL7_37.534_Fnt_BW_H74.jpg,Image,Front,2,0
8168,37.534,41516,https://art.thewalters.org/images/raw/PL1_37.534_FntDet_TR_T93II.jpg,PL1_37.534_FntDet_TR_T93II.jpg,Image,Front,4,0
8168,37.534,36308,https://art.thewalters.org/images/raw/PL7_37.534_Fnt_TR_T93.jpg,PL7_37.534_Fnt_TR_T93.jpg,Image,Front,1,1
26452,37.535,46884,https://art.thewalters.org/images/raw/CON_37.535_XR_1968.jpg,CON_37.535_XR_1968.jpg,Image,X R,2,0
26452,37.535,45387,https://art.thewalters.org/images/raw/PL7_37.535_Fnt_BW_H70.jpg,PL7_37.535_Fnt_BW_H70.jpg,Image,Front,1,1
31902,37.536,28585,https://art.thewalters.org/images/raw/PL7_37.536_Fnt_BW_H73.jpg,PL7_37.536_Fnt_BW_H73.jpg,Image,Front,2,0
31902,37.536,47822,https://art.thewalters.org/images/raw/CON_37.536_XR_2006.jpg,CON_37.536_XR_2006.jpg,Image,X R,4,0
31902,37.536,92116,https://art.thewalters.org/images/raw/PS1_37.536_ATFnt_DD_AT19-tms.jpg,PS1_37.536_ATFnt_DD_AT19-tms.jpg,Image,front,1,1
34568,37.537,86080,https://art.thewalters.org/images/raw/PS1_37.537_FntDT_DD_AT18-030029-tms.jpg,PS1_37.537_FntDT_DD_AT18-030029-tms.jpg,Image,front,2,0
34568,37.537,87658,https://art.thewalters.org/images/raw/PS1_66.537_DD_AT18-032929-tms.jpg,PS1_66.537_DD_AT18-032929-tms.jpg,Image,front,2,0
34568,37.537,29729,https://art.thewalters.org/images/raw/PL7_37.537_Fnt_BW.jpg,PL7_37.537_Fnt_BW.jpg,Image,Front,3,0
34568,37.537,87374,https://art.thewalters.org/images/raw/PS1_37.537_AT_DD_AT18-032926-tms.jpg,PS1_37.537_AT_DD_AT18-032926-tms.jpg,Image,front,1,1
22142,37.538,36998,https://art.thewalters.org/images/raw/PL7_37.538_Fnt_BW.jpg,PL7_37.538_Fnt_BW.jpg,Image,Front,1,1
13882,37.539,46885,https://art.thewalters.org/images/raw/CON_37.539_XR_1970.jpg,CON_37.539_XR_1970.jpg,Image,X R,2,0
13882,37.539,35348,https://art.thewalters.org/images/raw/PL7_37.539_Fnt_BW_0539.jpg,PL7_37.539_Fnt_BW_0539.jpg,Image,Front,1,1
22922,37.54,24607,https://art.thewalters.org/images/raw/PL2_37.54_Fnt_BW_C80.jpg,PL2_37.54_Fnt_BW_C80.jpg,Image,Front,2,0
22922,37.54,10024,https://art.thewalters.org/images/raw/PL1_37.54_Fnt_TR_C80II.jpg,PL1_37.54_Fnt_TR_C80II.jpg,Image,Front,1,1
9882,37.540,31004,https://art.thewalters.org/images/raw/PL7_37.540_Fnt_SL.jpg,PL7_37.540_Fnt_SL.jpg,Image,Front,1,1
23952,37.541,56784,https://art.thewalters.org/images/raw/PS1_37.541_DetA_DD_TO8.jpg,PS1_37.541_DetA_DD_TO8.jpg,Image,detail,2,0
23952,37.541,56785,https://art.thewalters.org/images/raw/PS1_37.541_DetB_DD_TO8.jpg,PS1_37.541_DetB_DD_TO8.jpg,Image,detail,3,0
23952,37.541,56786,https://art.thewalters.org/images/raw/PS1_37.541_DetC_DD_TO8.jpg,PS1_37.541_DetC_DD_TO8.jpg,Image,detail,4,0
23952,37.541,56787,https://art.thewalters.org/images/raw/PS1_37.541_FntCC_DD_TO8.jpg,PS1_37.541_FntCC_DD_TO8.jpg,Image,front,5,0
23952,37.541,4081,https://art.thewalters.org/images/raw/PL1_37.541_Fnt_TR_T87.jpg,PL1_37.541_Fnt_TR_T87.jpg,Image,Front,6,0
23952,37.541,56788,https://art.thewalters.org/images/raw/PS1_37.541_Fnt_DD_TO8.jpg,PS1_37.541_Fnt_DD_TO8.jpg,Image,front,1,1
13974,37.542,46886,https://art.thewalters.org/images/raw/CON_37.542_XR_1974.jpg,CON_37.542_XR_1974.jpg,Image,X R,2,0
13974,37.542,4082,https://art.thewalters.org/images/raw/PL1_37.542_Fnt_TR_T93III.jpg,PL1_37.542_Fnt_TR_T93III.jpg,Image,Front,1,1
6491,37.543,36999,https://art.thewalters.org/images/raw/PL7_37.543_Fnt_BW.jpg,PL7_37.543_Fnt_BW.jpg,Image,Front,1,1
1291,37.544,4083,https://art.thewalters.org/images/raw/PL1_37.544_Fnt_TR_T93III.jpg,PL1_37.544_Fnt_TR_T93III.jpg,Image,Front,1,1
3229,37.545,37000,https://art.thewalters.org/images/raw/PL7_37.545_Fnt_BW.jpg,PL7_37.545_Fnt_BW.jpg,Image,Front,2,0
3229,37.545,47739,https://art.thewalters.org/images/raw/CON_37.545_XR_1974.jpg,CON_37.545_XR_1974.jpg,Image,X R,3,0
3229,37.545,41517,https://art.thewalters.org/images/raw/PL1_37.545_Fnt_TR_T95II.jpg,PL1_37.545_Fnt_TR_T95II.jpg,Image,Front,1,1
13789,37.546,47930,https://art.thewalters.org/images/raw/CON_37.546_XR_1957.jpg,CON_37.546_XR_1957.jpg,Image,X R,2,0
13789,37.546,11871,https://art.thewalters.org/images/raw/PL1_37.546_Fnt_TR_T91III.jpg,PL1_37.546_Fnt_TR_T91III.jpg,Image,Front,1,1
36938,37.547,59073,https://art.thewalters.org/images/raw/PS1_37.547_ATFntCc_DD_T14.jpg,PS1_37.547_ATFntCc_DD_T14.jpg,Image,front,2,0
36938,37.547,59072,https://art.thewalters.org/images/raw/PS1_37.547_ATBackCc_DD_T14.jpg,PS1_37.547_ATBackCc_DD_T14.jpg,Image,back,3,0
36938,37.547,41518,https://art.thewalters.org/images/raw/PL1_37.547_Fnt_TR_T91II.jpg,PL1_37.547_Fnt_TR_T91II.jpg,Image,Front,4,0
36938,37.547,37001,https://art.thewalters.org/images/raw/PL7_37.547_Fnt_BW.jpg,PL7_37.547_Fnt_BW.jpg,Image,Front,5,0
36938,37.547,59074,https://art.thewalters.org/images/raw/PS1_37.547_ATFnt_DD_T14.jpg,PS1_37.547_ATFnt_DD_T14.jpg,Image,front,1,1
13282,37.548,75481,https://art.thewalters.org/images/raw/PL7_37.548_Det_TR_T93II-tms.jpg,PL7_37.548_Det_TR_T93II-tms.jpg,Image,detail,2,0
13282,37.548,52318,https://art.thewalters.org/images/raw/CON_37.548_XR_2013flat.jpg,CON_37.548_XR_2013flat.jpg,Image,X-ray,3,0
13282,37.548,52319,https://art.thewalters.org/images/raw/CON_37.548_XR_2013flatdetail.jpg,CON_37.548_XR_2013flatdetail.jpg,Image,X-ray,4,0
13282,37.548,4084,https://art.thewalters.org/images/raw/PL1_37.548_Fnt_TR_T97.jpg,PL1_37.548_Fnt_TR_T97.jpg,Image,Front,1,1
17449,37.55,62414,https://art.thewalters.org/images/raw/PL2_37.55_Fnt_BW_H63.jpg,PL2_37.55_Fnt_BW_H63.jpg,Image,front,1,1
11909,37.550,29607,https://art.thewalters.org/images/raw/PL7_37.550_Fnt_BW_H65.jpg,PL7_37.550_Fnt_BW_H65.jpg,Image,Front,1,1
3349,37.551,47740,https://art.thewalters.org/images/raw/CON_37.551_XR_1972.jpg,CON_37.551_XR_1972.jpg,Image,X R,3,0
3349,37.551,4085,https://art.thewalters.org/images/raw/PL1_37.551_Fnt_TR_T03III.jpg,PL1_37.551_Fnt_TR_T03III.jpg,Image,Front,1,1
4579,37.552,96128,https://art.thewalters.org/images/raw/PS4_37.552_3QtrLft_DD_AT20_19281-tms.jpg,PS4_37.552_3QtrLft_DD_AT20_19281-tms.jpg,Image,three quarter left,2,0
4579,37.552,4086,https://art.thewalters.org/images/raw/PL1_37.552_Fnt_TR_T99III.jpg,PL1_37.552_Fnt_TR_T99III.jpg,Image,Front,3,0
4579,37.552,96127,https://art.thewalters.org/images/raw/PS4_37.552_ BTFnt_DD_AT20_19266-tms.jpg,PS4_37.552_ BTFnt_DD_AT20_19266-tms.jpg,Image,front,1,1
38112,37.553,59037,https://art.thewalters.org/images/raw/PL7_37.553_Fnt_BW_T88.jpg,PL7_37.553_Fnt_BW_T88.jpg,Image,front,4,0
38112,37.553,11146,https://art.thewalters.org/images/raw/PL7_37.553_Fnt_SL.jpg,PL7_37.553_Fnt_SL.jpg,Image,Front,1,1
14988,37.554,52322,https://art.thewalters.org/images/raw/PL7_37.554_Fnt_BW_T96.jpg,PL7_37.554_Fnt_BW_T96.jpg,Image,Front,4,0
14988,37.554,11147,https://art.thewalters.org/images/raw/PL7_37.554_Fnt_SL.jpg,PL7_37.554_Fnt_SL.jpg,Image,Front,1,1
37598,37.555,105453,https://art.thewalters.org/images/raw/PS4_37.555_Back_DD_AT26_67102.jpg,PS4_37.555_Back_DD_AT26_67102.jpg,Image,back,2,0
37598,37.555,37002,https://art.thewalters.org/images/raw/PL7_37.555_Fnt_BW.jpg,PL7_37.555_Fnt_BW.jpg,Image,Front,3,0
37598,37.555,47883,https://art.thewalters.org/images/raw/CON_37.555_XR_1970.jpg,CON_37.555_XR_1970.jpg,Image,X R,4,0
37598,37.555,105454,https://art.thewalters.org/images/raw/PS4_37.555_Fnt_DD_AT26_67098.jpg,PS4_37.555_Fnt_DD_AT26_67098.jpg,Image,front,1,1
39756,37.557,38575,https://art.thewalters.org/images/raw/PL7_37.557_Fnt_BW_4110.jpg,PL7_37.557_Fnt_BW_4110.jpg,Image,Front,1,1
6589,37.558,37003,https://art.thewalters.org/images/raw/PL7_37.558_Fnt_BW.jpg,PL7_37.558_Fnt_BW.jpg,Image,Front,1,1
39354,37.559,86865,https://art.thewalters.org/images/raw/PS1_37.559_Back_DD_AT18-014258-tms.jpg,PS1_37.559_Back_DD_AT18-014258-tms.jpg,Image,back,2,0
39354,37.559,86866,https://art.thewalters.org/images/raw/PS1_37.559_Fnt_DD_AT18-014255-tms.jpg,PS1_37.559_Fnt_DD_AT18-014255-tms.jpg,Image,front,2,0
39354,37.559,4087,https://art.thewalters.org/images/raw/PL1_37.559_Fnt_TR_T88II.jpg,PL1_37.559_Fnt_TR_T88II.jpg,Image,Front,3,0
39354,37.559,86867,https://art.thewalters.org/images/raw/PS1_37.559_Fnt_DD_AT18-014263-tms.jpg,PS1_37.559_Fnt_DD_AT18-014263-tms.jpg,Image,front,1,1
32970,37.56,24608,https://art.thewalters.org/images/raw/PL2_37.56_Fnt_BW.jpg,PL2_37.56_Fnt_BW.jpg,Image,Front,1,1
19288,37.561,29608,https://art.thewalters.org/images/raw/PL7_37.561_Fnt_BW_H46.jpg,PL7_37.561_Fnt_BW_H46.jpg,Image,Front,1,1
38805,37.563,69313,https://art.thewalters.org/images/raw/PS1_37.563_FntCc_DD_T15-tms.jpg,PS1_37.563_FntCc_DD_T15-tms.jpg,Image,front,2,0
38805,37.563,69312,https://art.thewalters.org/images/raw/PS1_37.563_Back_DD_T15-tms.jpg,PS1_37.563_Back_DD_T15-tms.jpg,Image,back,3,0
38805,37.563,4407,https://art.thewalters.org/images/raw/PL9_37.563_Fnt_BW_H63.jpg,PL9_37.563_Fnt_BW_H63.jpg,Image,Front,4,0
38805,37.563,46887,https://art.thewalters.org/images/raw/CON_37.563_XR_1952.jpg,CON_37.563_XR_1952.jpg,Image,X R,5,0
38805,37.563,69314,https://art.thewalters.org/images/raw/PS1_37.563_Fnt_DD_T15-tms.jpg,PS1_37.563_Fnt_DD_T15-tms.jpg,Image,front,1,1
27333,37.564,37004,https://art.thewalters.org/images/raw/PL7_37.564_Fnt_BW.jpg,PL7_37.564_Fnt_BW.jpg,Image,Front,1,1
37936,37.565,29609,https://art.thewalters.org/images/raw/PL7_37.565_Fnt_BW_H52.jpg,PL7_37.565_Fnt_BW_H52.jpg,Image,Front,1,1
34611,37.566,47196,https://art.thewalters.org/images/raw/CON_37.566_XR_2004.jpg,CON_37.566_XR_2004.jpg,Image,X R,4,0
34611,37.566,4088,https://art.thewalters.org/images/raw/PL1_37.566_Fnt_TR_05IV.jpg,PL1_37.566_Fnt_TR_05IV.jpg,Image,Front,1,1
21819,37.567,11432,https://art.thewalters.org/images/raw/PS1_37.567_Fnt_DD_T08.jpg,PS1_37.567_Fnt_DD_T08.jpg,Image,Front,1,1
34661,37.568,51163,https://art.thewalters.org/images/raw/PL2_37.568_VwA_BW_H56.jpg,PL2_37.568_VwA_BW_H56.jpg,Image,,1,1
19614,37.568A,4243,https://art.thewalters.org/images/raw/PL9_37.568A_Fnt_SL_T.jpg,PL9_37.568A_Fnt_SL_T.jpg,Image,Front,1,1
24703,37.568B,4244,https://art.thewalters.org/images/raw/PL9_37.568B_Fnt_SL_T.jpg,PL9_37.568B_Fnt_SL_T.jpg,Image,Front,1,1
