"ExhibitionID","ExhTitle","ExhibEndDate","ExhibBeginYear","ExhibEndYear","Textblock","WaltersArtworks"
"2749","Before Monet: Landscape Painting in France and Impressionist Masters: Highlights from The Walters Collection","15/8/1998"," 1998","1998","Before Monet: Landscape Painting in France and Impressionist Masters: Highlights from The Walters Collection. The Walters Art Gallery, Baltimore. 1998.","504|938|1952|2336|5312|5408|5671|6754|9300|9356|9866|10078|10097|11513|12349|14245|16473|16554|16873|17030|17220|17847|19759|20158|20168|20304|20308|20599|21009|21331|22085|22652|23563|23597|24760|25287|27275|27386|27564|27675|27988|29890|30282|30353|30756|31158|31455|31764|32030|34072|35521|35806|36169|36422|37203|37377|38672|40701"
"29","Mything Persons: Historic Figures in Legends of East and West","9/8/1998"," 1998","1998","Mything Persons: Historic Figures in Legends of East and West. The Walters Art Gallery, Baltimore. 1998.","175|427|914|1759|1971|1984|4409|6966|7066|8957|12645|16127|17490|18847|19396|21671|22150|24352|25361|26909|27149|30030|31699|33863|33912|39166|40056|40576|78103"
"22","The Origins of Dutch Painting: Manuscripts from the Fifteenth Century","26/4/1998"," 1998","1998","The Origins of Dutch Painting: Manuscripts from the Fifteenth Century. The Walters Art Gallery, Baltimore. 1998.","3327|3915|4017|8054|17676|18253|18333|23372|24448|25380|27276|31207|32217|35780|38246|39283|40216|40766|79679"
"106","Music in Manuscripts","5/1/1997"," 1996","1997","Music in Manuscripts. The Walters Art Gallery, Baltimore. 1996-1997.","2447|4149|6209|6433|7484|9218|10764|12959|13014|13122|13576|17377|17445|19506|20202|21809|22245|24754|24994|25080|28877|29517|30052|30095|31534|36269|36768|38246|38678|39252|39308|78126|80475|80476|80986"
"2559","Medieval Matters: Illuminated Manuscripts from the Walters Art Gallery, Baltimore, and The Library of Mr","20/4/1997"," 1997","1997","Medieval Matters: Illuminated Manuscripts from the Walters Art Gallery, Baltimore, and The Library of Mr. Harry A. Walton. Sweet Briar College, Sweet Briar. 1997.","20406|21147|22245|23382|25788|28630|33558|33949|37611"
"2410","Images of Devotion: Personal Piety in Medieval Manuscripts and Ivories","12/10/1997"," 1997","1997","Images of Devotion: Personal Piety in Medieval Manuscripts and Ivories. The Walters Art Gallery, Baltimore. 1997.","2380|3022|6315|8656|12982|16127|16654|17050|17846|18351|18640|22120|24116|24994|25688|26234|28538|28630|29641|30924|35260|38343|38593|39044|39264|39770|77772"
"579","The Divine Word and Sacred Sites of Islam","6/4/1997"," 1997","1997","The Divine Word and Sacred Sites of Islam. The Walters Art Gallery, Baltimore. 1997.","587|1528|1766|1971|2830|3124|3809|4855|5313|5333|5755|6214|9336|10228|10266|10698|10921|11699|11860|14295|14587|16763|17197|17718|20233|20250|21138|21272|21410|21533|23614|25339|26422|27441|29730|31211|31852|34403|35039|36312|36410|38427|38669|38891|39217|40834|77617|80024|81147|81148|82687"
"2168","The Recollections of Alfred Jacob Miller","30/3/1997"," 1996","1997","The Recollections of Alfred Jacob Miller. The Walters Art Gallery, Baltimore. 1996-1997.","438|523|1522|1854|2073|6181|6413|7819|9437|11183|11372|12752|22796|26131|26268|30243|30440|33248|33666|35970|36875|37747|38523|39461"
"956","Russian Enamels","23/2/1997"," 1996","1997","Russian Enamels. The Walters Art Gallery, Baltimore. 1996-1997.","1318|1349|1927|2681|3059|4432|4570|5194|5338|5790|5918|7155|7359|9820|10186|11346|11357|11757|11849|12169|14327|16955|17924|18028|18241|19128|19586|20169|21423|21544|21568|21654|23655|23848|23954|24299|24647|24674|25146|25172|25418|26351|26405|27974|28120|28650|28845|29329|29498|31113|31387|32100|32772|33503|33511|33555|36428|38332|39363|39548|39848"
"961","Images in Ivory: Precious Objects of the Gothic Age","31/8/1997"," 1997","1997","Images in Ivory: Precious Objects of the Gothic Age. The Detroit Institute of Arts, Detroit; The Walters Art Gallery, Baltimore. 1997.","2702|5780|6180|7354|7509|9704|10459|16990|19364|20837|23291|24521|24916|25829|29848|31343|31438|36652"
"962","Art that Heals: The Image as Medicine in Ethiopia","14/12/1997"," 1997","1997","Art that Heals: The Image as Medicine in Ethiopia. Museum for African Art, New York; The Walters Art Gallery, Baltimore. 1997.","4545|28734"
"2179","A Medley of German Drawings","1/9/1996"," 1996","1996","A Medley of German Drawings. The Walters Art Gallery, Baltimore. 1996.","254|1511|2165|7249|8101|8519|8672|10569|13605|14260|14515|19806|23949|26420|30615|33086|34913|37896|38739"
"3089","Medieval Games of Love and War","18/2/1996"," 1995","1996","Medieval Games of Love and War. The Walters Art Gallery, Baltimore. 1995-1996.","1553|5780|6025|6966|7308|9461|10459|14758|14936|15178|18374|19506|20837|21368|22828|24116|24521|24994|25050|25362|27845|29026|29065|30221|31025|31039|32870|33558|34145|80986|81318"
"2187","Maryland Institute College of Art (MICA) Students Go for Baroque","4/2/1996"," 1995","1996","Maryland Institute College of Art (MICA) Students Go for Baroque. The Walters Art Gallery, Baltimore. 1995-1996.","28230"
"721","To Arrest the Ravages of Time: Caring for Art at the Walters","6/10/1996"," 1996","1996","To Arrest the Ravages of Time: Caring for Art at the Walters. The Walters Art Gallery, Baltimore. 1996.","1627|2349|3597|3683|5052|5083|5613|5835|6820|7136|7200|7395|7583|7805|9588|12178|13074|13833|13931|14435|15922|16373|16465|16594|16625|16943|18172|20952|22038|22683|23053|26129|26279|26706|26861|27206|27347|27766|28235|29242|29770|30297|30608|30998|32207|33400|34864|36001|36581|36652|36922|37352|37641|37842|40458|82250"
"941","Pandora's Box: Women in Classical Greece","23/6/1996"," 1995","1996","Pandora's Box: Women in Classical Greece. The Walters Art Gallery, Baltimore; Dallas Museum of Art, Dallas; Antikenmuseum Basel und Sammlung Ludwig, Basel. 1995-1996.","2495|3825|15642|17020|26049|30136|32092|35108"
"2335","Tiepolo Unveiled: The Restoration of a Masterpiece","6/10/1996"," 1996","1996","Tiepolo Unveiled: The Restoration of a Masterpiece. The Walters Art Gallery, Baltimore. 1996.","8243|11909|12621|16411|19755|25852|29388|30203|37425|39427|40682"
"3090","Daily Life in Medieval Books","18/8/1996"," 1996","1996","Daily Life in Medieval Books. The Walters Art Gallery, Baltimore. 1996.","636|4040|5136|5724|6315|12111|13014|13018|21368|24116|24553|25688|30286|30467|31039|31525|32840|33949|36127|39071|39770"
"955","Ethiopian Art at The Walters","1/12/1996"," 1996","1996","Ethiopian Art at The Walters. The Walters Art Gallery, Baltimore. 1996.","342|663|4545|4854|5751|5913|6245|6720|25894|27152|27195|28734|30381|30807|31912|34875|35663|37025|37850"
"165","The Psalms of David in the Middle Ages","19/5/1996"," 1996","1996","The Psalms of David in the Middle Ages. The Walters Art Gallery, Baltimore. 1996.","910|2513|2767|5136|6304|9384|9640|15540|16127|18027|18900|19423|19660|20814|21554|22171|27948|28153|28538|30297|30636|31913|32186|33314|36534|37299|38401|38623|38678|38784"
"948","Going for Baroque","4/2/1996"," 1995","1996","Going for Baroque. The Walters Art Gallery, Baltimore. 1995-1996.","369|473|695|888|1377|1418|2012|2840|3563|4190|4579|4837|5040|5833|7287|8432|8783|9018|11909|13693|14547|14623|16757|18829|18881|20010|22313|26104|26440|26950|27210|28230|31085|32093|32852|34461|34563|34639|34947|37037|37425|37744|38664|40598|40794"
"954","Free Spirits among Streams and Mountains: A Chinese Handscroll by Wang Yuan-ch'i (1645-1715)","6/10/1996"," 1996","1996","Free Spirits among Streams and Mountains: A Chinese Handscroll by Wang Yuan-ch'i (1645-1715). The Walters Art Gallery, Baltimore. 1996.","3491"
"2180","Private Lives: Nineteenth Century American Genre Drawings","4/6/1995"," 1994","1995","Private Lives: Nineteenth Century American Genre Drawings. The Walters Art Gallery, Baltimore. 1994-1995.","334|1082|2859|3222|3989|4018|4278|6496|9433|9577|12271|12521|16853|21007|21311|24654|26147|29310|31932|31989|33568|34165|34423|37442|38850|40004"
"174","Manuscript Sleuthing: Discoveries of a Curator","21/5/1995"," 1995","1995","Manuscript Sleuthing: Discoveries of a Curator. The Walters Art Gallery, Baltimore. 1995.","1257|2733|4017|5596|7525|14487|15540|17426|18629|23928|24116|26909|29340|29703|36269|37611|38441|39166|78058|80466"
"101","The Book within the Book: Images of Books and Readers in Manuscripts","13/8/1995"," 1995","1995","The Book within the Book: Images of Books and Readers in Manuscripts. The Walters Art Gallery, Baltimore. 1995.","2874|3327|7863|8054|8488|8954|12959|13122|14563|16027|16127|18437|19506|26234|27509|27819|29397|33418|81638"
"942","Bridging East and West: Japanese Ceramics from the Kozan Studio","9/4/1995"," 1994","1995","Bridging East and West: Japanese Ceramics from the Kozan Studio. The Walters Art Gallery, Baltimore. 1994-1995.","16302|26550|35923"
"945","Unearthly Elegance: Buddhist Art from the Griswold Collection","20/8/1995"," 1995","1995","Unearthly Elegance: Buddhist Art from the Griswold Collection. The Walters Art Gallery, Baltimore. 1995.","445|1403|1453|1607|2224|2449|3289|3466|3672|4147|4352|5094|5821|6460|7435|8347|8597|8655|8890|9100|9412|9483|9540|10878|11462|11852|11952|12346|12365|12624|13127|13280|13657|14883|15044|15401|15493|15634|16172|16459|16480|16496|16850|16860|17687|18464|18736|18777|19264|19366|20000|21254|21789|23222|23311|23409|23423|23542|24085|24511|24631|24865|26295|26949|27735|27802|27940|28478|29142|29705|29908|30076|30219|30339|30803|31650|31842|31930|32089|32747|33222|33713|34483|34616|35027|36064|36196|37176|37881|37922|38910|39948|40638|40657"
"302","The Papacy and the Arts","9/11/1995"," 1995","1995","The Papacy and the Arts. The Walters Art Gallery, Baltimore. 1995.","4245|5724|11729|22721|22814|33303|34828"
"163","Renaissance Books and Manuscripts of the Humanist Age","12/2/1995"," 1994","1995","Renaissance Books and Manuscripts of the Humanist Age. The Walters Art Gallery, Baltimore. 1994-1995.","178|406|800|3044|4000|6991|7800|8816|10711|11599|12299|12586|13180|14942|16387|16492|16832|20552|21968|25727|27105|31081|32501|34828|36048|37288|39190"
"34","The Allure of Bronze","16/4/1995"," 1995","1995","The Allure of Bronze. The Walters Art Gallery, Baltimore. 1995.","1013|1119|1291|1390|1418|3566|3595|4823|4903|5040|5206|5311|5321|5452|5597|5685|5809|6141|6164|6244|6844|7158|7337|7448|7537|8061|8393|9840|10037|10596|11002|12103|12855|13283|13455|13657|14256|14623|14912|15324|16224|16386|16663|17687|18041|18537|19514|20733|20970|21684|22063|22307|22333|22335|22430|22549|22587|22640|23222|24753|25433|25640|26184|26855|27282|27607|27782|28471|28727|29490|29506|29831|30236|30316|32192|32541|33595|33648|33743|34545|36774|36972|37426|37476|37686|37936|38041|38132|38284|38517|39378|39621|39638"
"120","To Hell and Back: Medieval Images of the Afterworld","12/11/1995"," 1995","1995","To Hell and Back: Medieval Images of the Afterworld. The Walters Art Gallery, Baltimore. 1995.","1989|2851|3915|4409|7011|8496|12654|13014|14487|15371|22031|22453|22818|25215|26909|27956|28630|31525|36127|39189"
"2747","Artful Dining: The Exhibition","31/10/1994"," 1994","1994","Artful Dining: The Exhibition. The Walters Art Gallery, Baltimore. 1994.","3942|8016|9960|10032|10124|12921|13620|13895|15525|15973|20110|21618|23605|23727|25418|27099|27821|28657|28951|30998|32528|38662|40049"
"123","Medieval Writing and Calligraphy","16/1/1994"," 1993","1994","Medieval Writing and Calligraphy. The Walters Art Gallery, Baltimore. 1993-1994.","1548|6348|9218|10403|14643|16453|18020|18640|19816|19944|20997|22059|22245|26468|27364|28942|29742|33876|36269|38121|39190|39736|79075"
"187","Drawings by the Artists from the Ecouen School","20/2/1994"," 1993","1994","Drawings by the Artists from the Ecouen School. The Walters Art Gallery, Baltimore. 1993-1994.","4148|4254|5953|6601|7502|9134|9456|10191|15810|17552|18479|20489|20829|21705|24239|25886|30148|30408|36014|36623|37596|39821"
"296","A Vanishing Meadow: The Watercolors of Léon Bonvin","4/9/1994"," 1994","1994","A Vanishing Meadow: The Watercolors of Léon Bonvin. The Walters Art Gallery, Baltimore. 1994.","3154|3175|6737|8801|8803|9003|9684|9911|10684|11035|13987|18953|19929|22149|22830|24426|27672|29313|29818|33892|34202|35001|35336|40034"
"39","A Bouquet of French Manuscripts: Remembering Eleanor Spencer","10/4/1994"," 1994","1994","A Bouquet of French Manuscripts: Remembering Eleanor Spencer. The Walters Art Gallery, Baltimore. 1994.","780|1171|3094|5099|5724|7525|9905|17377|18027|18120|19300|19506|20485|21163|22818|24754|25205|28515|28538|33257|36390"
"65","Treasures in Heaven: Armenian Illuminated Manuscripts","23/10/1994"," 1994","1994","Treasures in Heaven: Armenian Illuminated Manuscripts. The Morgan Library & Museum, New York; The Walters Art Gallery, Baltimore. 1994.","1700|2494|3294|6994|8115|9001|19172|20292|21665|26743|27956|31378|34098|36202"
"48","African Zion: The Sacred Art of Ethiopia","9/1/1994"," 1993","1994","African Zion: The Sacred Art of Ethiopia. The Walters Art Gallery, Baltimore. 1993-1994.","2543|31912"
"195","Gavarni","22/8/1993"," 1993","1993","Gavarni. The Walters Art Gallery, Baltimore. 1993.","2572|5818|6890|8177|13114|14987|16657|17088|19024|21252|23040|24004|27924|28389|28432|30360|32197|32838|34811|35200|35227|35530|36423"
"211","Bookish Business: Henry Walters and Leon Gruel","24/10/1993"," 1993","1993","Bookish Business: Henry Walters and Leon Gruel. The Walters Art Gallery, Baltimore. 1993.","1025|7525|9419|13014|13358|16130|16326|20481|26441|26909|32763|34985|78387"
"429","Italian Vistas: Selections from the Permanent Collection","22/3/1993"," 1992","1993","Italian Vistas: Selections from the Permanent Collection. The Walters Art Gallery, Baltimore. 1992-1993.","2322|2884|4457|4680|7176|8334|9530|9788|9833|10743|12787|17633|20838|21248|21942|24607|26768|28105|28826|30615|38349|40844"
"2744","A Renaissance Puzzle: Heemskerck's Abduction of Helen","28/2/1993"," 1993","1993","A Renaissance Puzzle: Heemskerck's Abduction of Helen. The Walters Art Gallery, Baltimore. 1993.","3771|6636|10127|13282|15181|16642|16663|20477|21286|24100|24230|24343|27341|27782|29076|30151|32652|35964|35969"
"118","The Art of Fine Binding in the Renaissance","11/4/1993"," 1993","1993","The Art of Fine Binding in the Renaissance. The Walters Art Gallery, Baltimore. 1993.","6483|9078|11817|17174|20202|20814|25961|37766|39736"
"821","Like the Taste of Good Rice: Art from Korea","12/9/1993"," 1993","1993","Like the Taste of Good Rice: Art from Korea. The Walters Art Gallery, Baltimore. 1993.","485|3878|10477|10847|11780|26604|32632|38023|38108|40284"
"88","The Bible Before Luther","10/1/1993"," 1992","1993","The Bible Before Luther. The Walters Art Gallery, Baltimore. 1992-1993.","10403|12981|13013|17091|22453|23669|26706|26909|27129|29703|31913|34803|39166|78058"
"94","Travel in Medieval Manuscripts","11/7/1993"," 1993","1993","Travel in Medieval Manuscripts. The Walters Art Gallery, Baltimore. 1993.","636|914|6966|7045|7942|12959|13018|15371|15497|21340|25361|29332|29742|30027|34546"
"2332","Alfred Sisley: Master Impressionist","13/6/1993"," 1992","1993","Alfred Sisley: Master Impressionist. Royal Academy of Arts, London; Musee D'Orsay, Paris; The Walters Art Gallery, Baltimore. 1992-1993.","1952|17847"
"3083","Manuscript Illumination in Flanders","28/6/1992"," 1992","1992","Manuscript Illumination in Flanders. The Walters Art Gallery, Baltimore. 1992.","6433|7682|9523|12111|13358|14084|15178|15523|20814|21368|28017|29742|31025|31039|33912|33924|34985|38593|39189|39770|78094"
"121","The Illuminated Initial","5/1/1992"," 1991","1992","The Illuminated Initial. The Walters Art Gallery, Baltimore. 1991-1992.","1021|1554|3597|5316|9218|9419|10715|15540|16967|17426|19068|19922|21005|21404|23106|24777|26706|29397|31074|33418|34828|36572|36922|38678|39519"
"3084","Painting in Iran, Sixteenth to Seventeenth Centuries","10/7/1992"," 1992","1992","Painting in Iran, Sixteenth to Seventeenth Centuries. The Walters Art Gallery, Baltimore. 1992.","8791|9485|17731|31651|37186"
"3088","Royalty in Medieval Miniatures","29/3/1992"," 1992","1992","Royalty in Medieval Miniatures. The Walters Art Gallery, Baltimore. 1992.","780|2361|2447|6966|8431|8954|15497|16127|19506|26909|27149|29525|32840|33558|33876|33938|37611"
"405","Artful Deception: The Craft of the Forger","31/12/1992"," 1987","1992","Artful Deception: The Craft of the Forger. The Walters Art Gallery, Baltimore; Edsel & Eleanor Ford House, Grosse Pointe Shores; Dallas Museum of Art, Dallas; Oklahoma City Museum of Art, Oklahoma City; Portland Museum of Art, Portland; The Fine Arts Center at Cheekwood, Nashville; Phoenix Art Museum, Phoenix; Columbia Museum of Art, Columbia; Crocker Art Museum, Sacramento; Elvehjem Museum of Art, Madison; Memorial Art Gallery of the University of Rochester, Rochester; The Barnum Museum, Bridgeport. 1987-1992.","1284|2239|2681|3041|6278|6356|7586|9018|10531|11521|11959|12164|13550|15091|19456|21371|25881|26976|26985|27508|29583|29648|29848|30127|31122|33053|36010|36436|36652|39009|40255"
"162","A World of Foreign Lands","4/10/1992"," 1992","1992","A World of Foreign Lands. The Walters Art Gallery, Baltimore. 1992.","4000|4405|4420|4442|8640|10356|21475|23820|25351|27469|28877|30027|32220|82753"
"813","Empires Restored, Elysium Revisited: The Art of Sir Lawrence Alma-Tadema","6/9/1992"," 1991","1992","Empires Restored, Elysium Revisited: The Art of Sir Lawrence Alma-Tadema. Amsterdam: Van Gogh Museum, AJ Amsterdam; The Sterling and Francine Clark Art Institute, Williamstown; The Walters Art Gallery, Baltimore; Taft Museum of Art, Cincinnati; The Dixon Gallery and Gardens, Memphis. 1991-1992.","637|10245|11173|22339|27156|30960"
"73","Plants and Flowers in Medieval Manuscripts","6/10/1991"," 1991","1991","Plants and Flowers in Medieval Manuscripts. The Walters Art Gallery, Baltimore. 1991.","272|3327|5780|6614|7308|7682|12111|13358|14346|15371|20699|22818|26234|28017|28630|29742|30467|31005|36269|81626"
"249","Tales in the Telling: Secular Narrative Illustration in the Medieval Book","7/7/1991"," 1991","1991","Tales in the Telling: Secular Narrative Illustration in the Medieval Book. The Walters Art Gallery, Baltimore. 1991.","6966|8971|17098|17893|25361|27149|29944|32774|33912|34153"
"93","The Gothic Revival: The Illuminated Manuscript in Medieval and Modern Times","7/4/1991"," 1991","1991","The Gothic Revival: The Illuminated Manuscript in Medieval and Modern Times. The Walters Art Gallery, Baltimore. 1991.","10376|10729|11347|18005|20699|26886|30081|31025|40255|77598|77599|81318"
"31","The Book and the Author: Portraits of the Evangelists in Eastern and Western Manuscripts","6/1/1991"," 1990","1991","The Book and the Author: Portraits of the Evangelists in Eastern and Western Manuscripts. The Walters Art Gallery, Baltimore. 1990-1991.","3294|3736|8115|8161|9172|9419|13013|15004|15916|16127|16453|17091|17931|18640|18890|19057|19629|26399|26706|28163|29703|32763|33686|35610|39166"
"760","Illuminations: Images of Landscape in France, 1855-1885","4/11/1990"," 1990","1990","Illuminations: Images of Landscape in France, 1855-1885. The Heckscher Museum, Huntington; The Walters Art Gallery, Baltimore; The Dixon Gallery and Gardens, Memphis. 1990.","299|1952|19929|23563|27230|28923|29313"
"324","Japanese Cloisonne Enamels, Fisher Collection","21/1/1990"," 1989","1990","Japanese Cloisonne Enamels, Fisher Collection. The Walters Art Gallery, Baltimore. 1989-1990.","1529|5501|6108|7074|8776|14709|26550|28290|31697|76615"
"105","From Romanesque to Gothic: Illumination in Transition","8/7/1990"," 1990","1990","From Romanesque to Gothic: Illumination in Transition. The Walters Art Gallery, Baltimore. 1990.","2162|2767|3204|5178|5361|6209|9262|11515|18554|18767|19068|19503|23903|25788|26205|26706|26909|27347|30649|35023|38293|39602"
"47","Outdoor Space in Medieval Book Illumination","7/10/1990"," 1990","1990","Outdoor Space in Medieval Book Illumination. The Walters Art Gallery, Baltimore. 1990.","3104|3851|4040|4375|5099|7525|9276|12111|13014|15178|15371|15455|19639|19912|22818|24127|26234|29742|30081|30286|33257|33400|33912|36390|39770"
"86","Manuscript Painting in the Renaissance","7/1/1990"," 1989","1990","Manuscript Painting in the Renaissance. The Walters Art Gallery, Baltimore. 1989-1990.","153|800|2209|3044|3542|4805|11927|13390|13576|15876|19912|20198|20552|21404|23106|24796|25319|25437|25727|27920|31081|32501|33228|33314|33418|36048|37288|37299|38623|40016"
"648","Holy Image, Holy Space: Icons and Frescoes from Greece","29/4/1990"," 1988","1990","Holy Image, Holy Space: Icons and Frescoes from Greece. The Walters Art Gallery, Baltimore; Center for the Fine Arts, Miami; Kimbell Art Museum, Fort Worth; Fine Arts Museums of San Francisco, San Francisco; The Cleveland Museum of Art, Cleveland; The Detroit Institute of Arts, Detroit; Virginia Museum of Fine Arts, Richmond. 1988-1990.","4682|8806|9120|35213|39354"
"158","The Power of the Press: Revolution in Communications, 1450 - 1600","8/4/1990"," 1990","1990","The Power of the Press: Revolution in Communications, 1450 - 1600. The Walters Art Gallery, Baltimore. 1990.","3257|4000|11599|12858|19206|27105|32210|78634"
"880","The Nature of Loyalty: Japanese Warrior Prints of the Nineteenth Century","30/4/1989"," 1989","1989","The Nature of Loyalty: Japanese Warrior Prints of the Nineteenth Century. The Walters Art Gallery, Baltimore. 1989.","3008|5087|5328|7083|7131|7322|7559|7911|8338|8686|8769|10185|11095|11353|12139|12611|12975|13089|13259|13542|14159|14793|15565|17763|19720|19732|20166|22131|26686|28958|29235|29574|29721|30618|31439|32615|32739|33760|35442|35561|36304|36531|36717|36890|37577|40876"
"2714","The Royal Style","8/2/1989"," 1988","1989","The Royal Style. The Walters Art Gallery, Baltimore. 1988-1989.","1759|6633|7066|12645|19845|22150|25935|27890|29593|38602|77496|81301"
"2719","Masters and Manuscripts: Or, How to Distinguish One Illuminator from Another","2/7/1989"," 1989","1989","Masters and Manuscripts: Or, How to Distinguish One Illuminator from Another. The Walters Art Gallery, Baltimore. 1989.","15523|18120|22298|22818|24754|28630|31005|36127"
"2237","From Alexander to Cleopatra: Greek Art of the Hellenistic Age","29/1/1989"," 1988","1989","From Alexander to Cleopatra: Greek Art of the Hellenistic Age. The Walters Art Gallery, Baltimore. 1988-1989.","100|758|767|901|1035|2106|2495|2542|2800|2858|2935|3131|3153|3177|3321|3452|3540|4071|4319|4423|4660|4664|4790|4903|5166|5464|6038|6466|6788|6827|7133|7367|7534|7668|7771|8876|8916|8979|9340|9521|9532|9596|9660|9925|9977|10019|10315|10480|10508|10553|10723|11215|11475|11526|11570|11577|11652|11896|12236|12507|12870|13701|14048|14559|14574|15040|15102|15138|15143|15488|15596|16342|16366|16532|16868|17055|17081|17122|17845|17950|19363|19485|19987|20290|20321|20676|20751|20856|20944|21632|21642|22206|22392|22598|22601|23872|24043|25817|25831|25933|26049|26392|26592|26893|27059|27755|27812|28158|29041|29497|30357|30687|30765|30814|31278|31295|31459|31572|31740|31798|32929|33865|34241|34282|34392|34443|34775|35216|36316|36415|37243|37517|37784|38083|38764|39474|39856|40497"
"2314","Decadent Decades: The Medieval Clothes Horse","9/4/1989"," 1989","1989","Decadent Decades: The Medieval Clothes Horse. The Walters Art Gallery, Baltimore. 1989.","3104|3327|4156|5724|8496|12982|13086|17846|18640|20481|24994|25556|25688|26008|29144|29512|29944|31525|32840|33558|33671|33912|35137|38593|80986|81155|81630"
"563","A Millennium of Christianity: Russian Art from The Walters Art Gallery","29/1/1989"," 1988","1989","A Millennium of Christianity: Russian Art from The Walters Art Gallery. The Walters Art Gallery, Baltimore. 1988-1989.","209|585|879|1338|3059|3500|3709|4370|4432|5269|5439|5524|7922|8780|10196|10612|10633|11236|11346|14699|19614|20256|20306|21423|21544|21818|23596|23687|24647|24703|25066|25828|25928|26070|26738|30059|30639|30710|31094|31113|31822|31879|37090|37557|39363|39452|39848|40130|40475|40760"
"2397","Art in the Book:The Vision of Architecture, Painting, and Sculpture in Illuminated Manuscripts","1/10/1989"," 1989","1989","Art in the Book:The Vision of Architecture, Painting, and Sculpture in Illuminated Manuscripts. The Walters Art Gallery, Baltimore. 1989.","4040|7525|7942|8161|10715|13018|15178|16127|20337|24116|25361|27149|33558|33924|35610|77780"
"109","Making Music in Medieval Manuscripts","8/1/1989"," 1988","1989","Making Music in Medieval Manuscripts. The Walters Art Gallery, Baltimore. 1988-1989.","2447|6433|6614|7525|9640|13014|13390|17726|19506|20202|24116|24994|30052|31525|31958|36269|39308|39990|40016|78126|80475|80476|80986"
"117","Judging a Book by its Cover: Fine Bindings","17/7/1988"," 1988","1988","Judging a Book by its Cover: Fine Bindings. The Walters Art Gallery, Baltimore. 1988.","12641|17493|18978|29765|37766|39736"
"87","Time Sanctified: The Book of Hours in Medieval Art and Life","17/7/1988"," 1988","1988","Time Sanctified: The Book of Hours in Medieval Art and Life. The Walters Art Gallery, Baltimore. 1988.","215|272|636|780|1138|2380|2851|3094|3307|3661|3915|3970|4017|4409|4850|5178|5724|6000|6315|6902|7099|7308|7348|7525|7942|8161|9078|9172|9905|12111|12484|12959|13014|13122|13358|14084|15178|15371|15455|15497|16127|16130|16326|16654|17166|17846|18120|18351|18640|18965|19300|19506|19639|19912|20096|20202|20485|20912|21031|21163|21510|22298|23382|23562|23928|24116|24448|24553|24754|24994|25215|25319|25349|25556|25688|26189|26234|26919|27654|27716|27850|28017|28515|28630|29144|29332|29632|29742|30249|30467|30924|31005|31025|31039|31207|31525|32840|32962|33257|33400|33924|34985|35137|35260|35986|36136|36269|36390|38343|38593|39056|39189|39264|39770|40576|40777|78087|78474|80466"
"2730","Bindings from the Islamic World","20/11/1988"," 1988","1988","Bindings from the Islamic World. The Walters Art Gallery, Baltimore. 1988.","936|2644|7538|11787|16033|16178|17490|18627|19829|21533|25339|35337|39217|79629|79972|79991|80129|81378|81823"
"2387","The Nativity in Medieval and Renaissance Manuscripts","24/1/1988"," 1987","1988","The Nativity in Medieval and Renaissance Manuscripts. The Walters Art Gallery, Baltimore. 1987-1988.","636|2482|2767|5361|7099|8115|19506|19912|23059|26909|27276|28205|28250|28568|31378|38343|39308"
"115","Heavenly Bodies","9/10/1988"," 1988","1988","Heavenly Bodies. The Walters Art Gallery, Baltimore. 1988.","1944|3327|13390|14176|18437|21475|29703|30636|32186|32220|32502|78058|81615"
"2713","Masterpieces of Ornament","8/5/1988"," 1988","1988","Masterpieces of Ornament. The Walters Art Gallery, Baltimore. 1988.","587|936|2830|10266|15748|22150|31852|38669|39217|76636|77617|77625|77700|77701|80049|80050"
"2708","Artists as Travellers","5/6/1988"," 1988","1988","Artists as Travellers. The Walters Art Gallery, Baltimore. 1988.","1498|2863|3167|4680|8334|8953|14151|16494|19111|19149|20242|21334|28105|30615|34994|36011|38387|39876"
"2707","Treasures in Heaven: Armenian Manuscript Illumination","17/4/1988"," 1988","1988","Treasures in Heaven: Armenian Manuscript Illumination. The Walters Art Gallery, Baltimore. 1988.","1385|1700|2494|3294|3738|6994|8063|8115|16897|20292|20475|26399|26743|27956|32164|34098"
"2706","The Orientalists","3/1/1988"," 1987","1988","The Orientalists. The Walters Art Gallery, Baltimore. 1987-1988.","3826|5835|9206|11281|11703|12780|13518|14204|14260|18219|19391|26454|28374|30379|32826|33745|34036|35203|35600|36187|36517"
"2167","Alfred Jacob Miller: Maryland and the West","13/3/1988"," 1988","1988","Alfred Jacob Miller: Maryland and the West. The Walters Art Gallery, Baltimore; Washington College, Chestertown; Frostburg State University, Frostburg; Jewish Community Center of Greater Washington, Rockville. 1988.","382|512|804|1242|2250|3305|3745|3997|4122|4380|4617|5881|6263|8366|8457|9725|10440|10584|10625|11124|11514|11789|11845|11948|11975|11978|12096|12364|12521|13431|14433|15362|16002|17440|17669|18986|19434|19634|19749|19824|20353|20533|20579|21430|21821|21918|22877|23227|23281|23632|25005|25422|26122|26147|26320|26487|27357|27561|27565|28051|28115|28917|30919|31177|31458|31932|32214|32639|33259|33932|34165|34203|35542|36251|36477|36752|37152|37619|37872|38177|38304|39256|39977"
"2871","Elephants","7/2/1988"," 1987","1988","Elephants. The Walters Art Gallery, Baltimore. 1987-1988.","9670|14438|15299|17490|18970|29704|30104|32268|33006|77508"
