"ExhibitionID","ExhTitle","ExhibEndDate","ExhibBeginYear","ExhibEndYear","Textblock","WaltersArtworks"
"1954","Bedazzled: 5,000 Years of Jewelry from the Walters Art Museum","4/1/2009"," 2006","2009","Bedazzled: 5,000 Years of Jewelry from the Walters Art Museum. Frist Center for the Visual Arts, Nashville; The John and Mable Ringling Museum of Art, Sarasota; The Walters Art Museum, Baltimore. 2006-2009.","396|434|1180|1831|2260|2520|2724|3088|3190|3439|3490|3818|3982|4539|4621|4706|4713|4960|5176|5355|5468|5614|5872|5973|6203|6897|6918|7076|7122|7216|7603|7680|8182|8259|8411|8887|9340|9342|9551|9616|10263|10324|10509|10602|11079|11096|11357|11447|12115|12122|12166|12411|12633|12653|12860|12891|13463|13558|13569|13805|13833|14327|14966|15392|15820|16373|17313|17336|17416|17479|17776|17822|18127|18140|18632|18921|19101|19177|19449|19706|20947|21190|21927|21977|22103|22151|22172|22276|22345|22754|22855|23195|23301|23390|23699|23764|23964|24003|24285|24299|24675|24789|26005|26109|26234|26542|26902|27098|27294|27541|27636|27951|28054|28059|28412|28813|28940|30180|30357|30663|31052|31464|31572|31590|31827|31897|31902|32096|32543|32806|32841|32921|32965|33144|33197|33700|34017|34622|34772|35225|35342|35477|35485|35517|36079|36509|36521|37042|37148|37243|37334|37389|37690|37773|37842|38099|38161|38187|38193|38321|38633|38919|38933|39009|39491|39504|39520|39802|40272|40862|76632|77169|77171|77173|77174|77180|80947|8097"
"1955","The Road to Impressionism: Barbizon Landscapes from the Walters Art Museum","23/8/2009"," 2008","2009","The Road to Impressionism: Barbizon Landscapes from the Walters Art Museum. The Dixon Gallery and Gardens, Memphis; The Frick Art & Historical Center, Pittsburgh. 2008-2009.","504|4597|5408|5671|9300|10097|10573|14081|14245|16873|17220|17847|19759|22085|23563|27275|29890|30353|30546|31158|31455|32030|34072|35281|35521|35806|36010|36020|37203|37377|38672|40701"
"1957","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum","4/1/2009"," 2008","2009","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum. Museum of Biblical Art, New York; Colby College Museum of Art, Waterville; Joslyn Art Museum, Omaha. 2008-2009.","521|551|599|1338|6596|6776|12259|13306|13797|13904|14446|14854|15369|15644|16958|17873|17880|19543|21421|21790|24158|25523|25974|26246|26370|26901|27587|27654|27977|28688|29046|29630|30135|32962|33351|33762|33804|34068|34351|34671|35395|36298|37065|37957|39056|39696|39842|40130"
"2066","Sonya Clark: Loose Strands, Tight Knots","21/9/2008"," 2008","2008","Sonya Clark: Loose Strands, Tight Knots. The Walters Art Museum, Baltimore. 2008.","4353|10989|21290|22120|22475|25265|33687|34708|40501|40893"
"1956","Untamed: The Art of Antoine-Louis Barye","13/4/2008"," 2007","2008","Untamed: The Art of Antoine-Louis Barye. The Walters Art Museum, Baltimore; Philbrook Museum of Art, Tulsa; The Henry Morrison Flagler Museum, Palm Beach. 2007-2008.","212|219|1013|1098|1119|1323|1679|1931|1985|2233|2575|2803|2889|3071|3282|3410|3422|4184|4199|4362|4557|4823|4824|4856|5349|5498|5782|5797|6495|6959|7836|7872|8293|8318|8328|8360|8363|8417|8652|8665|8690|8771|9070|9658|9801|9809|10789|11002|11070|11140|11141|11147|11232|11317|11334|11446|12526|12721|12855|12925|13273|13329|13499|13829|14276|14405|14756|15128|15308|15699|15885|15925|16248|16274|16320|16637|16699|16877|16952|17017|17221|17319|17985|18041|18569|18870|19566|19596|19855|19980|20101|20466|20577|20853|20970|21002|21028|21191|21903|22083|23520|23970|24149|24477|24624|24987|25163|25490|25647|25907|26432|26911|27412|28007|28031|28068|28213|28254|28393|28399|28611|28613|28840|29490|29585|30116|30333|30899|30935|31033|31179|31436|32002|32603|32871|33299|33743|34005|34355|34740|34760|34903|34928|35268|35682|36185|36225|36628|37048|37364|37594|37701|37792|37866|37998|38132|38283|38616|38998|39650|39728|40065|40141|40322|40863"
"1962","Déjà Vu? Revealing Repetition in French Masterpieces","4/5/2008"," 2007","2008","Déjà Vu? Revealing Repetition in French Masterpieces. The Walters Art Museum, Baltimore; Phoenix Art Museum, Phoenix. 2007-2008.","938|6356|7197|7916|8491|12697|21331|22037|39078|40613"
"2002","Faces of Ancient Arabia: The Giraud and Carolyn Foster Collection of South Arabian Art","7/9/2008"," 2008","2008","Faces of Ancient Arabia: The Giraud and Carolyn Foster Collection of South Arabian Art. The Walters Art Museum, Baltimore. 2008.","1296|1605|2714|9435|13139|16383|19955|24250|26923|29311|31063|31295|33218|34300|37529|37545|39199|76362|76460|76461|76462|76463|76464|76465|76466|76467|76468|76469|76470|76471|76472|76473|76474|76475|76476|76477|76478|76479|76480|76481|76482|76483|76484|76485|76486|76487|76488|76489|76490|76491|76492|76493|76494|76495|76496|76497|76498|76499|76500|76501|76502|76503|76504|76505|76506|76507|76508|76509|76510|76511|76512|76513|76514|76515|76516|76517|76518|76525|76629"
"2003","Salviati and the Antique: Ancient Inspiration for Modern Glassmaking","9/11/2008"," 2007","2008","Salviati and the Antique: Ancient Inspiration for Modern Glassmaking. The Walters Art Museum, Baltimore. 2007-2008.","2163|2417|6987|13501|15234|19004|21177|21452|25783|26856|27486|35869|36138|38645"
"2178","Déjà Vu? The Repeating Image in Renaissance and Baroque Art","24/2/2008"," 2007","2008","Déjà Vu? The Repeating Image in Renaissance and Baroque Art. The Walters Art Museum, Baltimore. 2007-2008.","5452|7222|9018|9394|9998|10742|13620|19670|20681|24128|27782|27839|28539|29205|29831|32662|36899"
"2037","Maps: Finding Our Place in the World","8/6/2008"," 2007","2008","Maps: Finding Our Place in the World. The Field Museum, Chicago; The Walters Art Museum, Baltimore. 2007-2008.","385|6880|17197|19195|24264|25351|30027"
"2656","Painting exchange with the Springfield Museum of Art","19/2/2008"," 2007","2008","Painting exchange with the Springfield Museum of Art. Springfield Museum of Art, Springfield; The Walters Art Museum, Baltimore. 2007-2008.","16422"
"3099","The Portrait Medallions of Pierre-Jean David d’Angers (1788–1856)","22/6/2008"," 2006","2008","The Portrait Medallions of Pierre-Jean David d’Angers (1788–1856). The Walters Art Museum, Baltimore. 2006-2008.","4896|6164|33637|33957|39648"
"2816","Déjà Vu? Recurrence","20/1/2008"," 2007","2008","Déjà Vu? Recurrence. The Walters Art Museum, Baltimore. 2007-2008.","99|1735|5380|6580|7447|8108|10062|11871|13932|13955|15457|16439|17925|19790|21758|21790|23075|26538|26987|28676|30417|34671|35108|38459|38736|39971"
"1958","Angels of Light: Ethiopian Art from the Walters Art Museum","20/5/2007"," 2006","2007","Angels of Light: Ethiopian Art from the Walters Art Museum. Birmingham Museum of Art, Birmingham; Smith College Museum of Art, Northampton; Museum of Biblical Art, New York. 2006-2007.","342|663|1715|2543|2992|3918|4532|4545|4854|4961|5098|5751|5913|6245|6357|6720|7937|10613|11176|12682|16014|19090|21949|22195|22752|23397|24629|25428|25894|26771|27152|27195|27214|28734|30381|30807|31403|31912|34875|35126|35495|35663|35807|36873|36885|37025|37850|40501"
"186","Speaking the Word of God: Illuminated Korans from the Walters Art Museum","29/4/2007"," 2007","2007","Speaking the Word of God: Illuminated Korans from the Walters Art Museum. The Walters Art Museum, Baltimore. 2007.","587|936|1528|3728|6205|10266|11494|14587|15458|16178|21410|21533|23614|29730|30103|31211|31852|35039|36312|38427|38669|39217|40834|76635|76636|77614|77615|77618|77619|77620|77621|77625|77747|80024|80025|81151|81152|81817|81821"
"2172","Daily Magic in Ancient Egypt","25/11/2007"," 2006","2007","Daily Magic in Ancient Egypt. The Walters Art Museum, Baltimore. 2006-2007.","23|108|1237|1655|2143|2978|4325|4970|6355|6840|7706|8120|9556|9620|12950|14857|15155|15898|17078|17195|17413|18052|18110|18572|18743|19093|19384|19584|20182|21698|22716|24549|24712|24918|25816|27232|27828|30653|31924|32265|32448|32755|33036|33216|34004|34569|35146|35346|35499|39839|40736"
"2726","Ottoman Embroideries and Other Ornament","9/9/2007"," 2007","2007","Ottoman Embroideries and Other Ornament. The Walters Art Museum, Baltimore. 2007.","605|923|5603|5798|7742|8498|11808|11942|13249|22212|22473|23971|25388|29702|34224"
"2725","For This is My Body: The Medieval Missal","28/1/2007"," 2006","2007","For This is My Body: The Medieval Missal. The Walters Art Museum, Baltimore. 2006-2007.","215|771|877|1291|8054|8161|9218|10782|12209|17377|25080|26370|26599|28308|30081|30095|32663|34845|39189|39283"
"2154","Courbet/Not Courbet","11/3/2007"," 2006","2007","Courbet/Not Courbet. The Walters Art Museum, Baltimore. 2006-2007.","26976|29580|30546"
"2664","Pearls of the Parrot of India: The Emperor Akbar's Illustrated ""Khamsa,"" 1597-1598","13/3/2006"," 2005","2006","Pearls of the Parrot of India: The Emperor Akbar's Illustrated ""Khamsa,"" 1597-1598. The Walters Art Museum, Baltimore; The Metropolitan Museum of Art, New York. 2005-2006.","239|753|3234|3375|7782|9111|9407|12554|13392|14629|15156|18672|18740|19379|19829|20234|20664|22096|22205|29238|29484|31354|31624|31811|31851|32032|33108|33204|33535|33758|35208|36241|36975"
"91","The Art of Law: Legal Documents from the Collection of The Walters","9/4/2006"," 2006","2006","The Art of Law: Legal Documents from the Collection of The Walters. The Walters Art Museum, Baltimore. 2006.","3327|3836|4649|5820|10530|11729|13013|17623|18437|21983|27557|28440|29641|33938|39896|40203|81623"
"96","Schatzkammer: Henry Walters' German Manuscripts","29/10/2006"," 2006","2006","Schatzkammer: Henry Walters' German Manuscripts. The Walters Art Museum, Baltimore. 2006.","910|3569|4598|5910|7264|8469|9303|12199|12654|12889|13279|13310|13885|14497|14743|15616|15698|16453|17493|17581|18616|18900|18978|19057|19423|19816|19908|19922|20952|20973|21554|22171|23636|23889|24777|25626|25823|26205|33303|33785|34048|34479|34546|36768|36943|38784|40230"
"2069","The Essence of Line: French Drawings from Ingres to Degas","17/9/2006"," 2005","2006","The Essence of Line: French Drawings from Ingres to Degas. The Walters Art Museum, Baltimore; Baltimore Museum of Art, Baltimore; Birmingham Museum of Art, Birmingham; Tacoma Art Museum, Tacoma. 2005-2006.","61|299|355|678|777|1078|1194|1330|1498|1550|1809|2181|2359|2414|2570|2572|2575|2655|2746|2863|2884|3154|3175|3184|3317|3360|3373|3410|3623|3839|3910|4065|4109|4148|4193|4199|4254|4386|4517|4680|4824|4829|4856|4989|5137|5169|5556|5718|5818|5953|6127|6146|6505|6607|6640|6737|6778|6813|6890|7176|7203|7424|7502|7639|7721|7902|7927|8029|8177|8251|8334|8360|8396|8662|8801|8803|8853|8871|8953|9003|9134|9194|9206|9356|9373|9456|9493|9530|9658|9684|9747|9802|9833|9911|9980|10057|10181|10191|10405|10515|10531|10566|10647|10684|10725|10734|10824|11004|11035|11178|11446|11703|11774|12110|12173|12593|12780|12787|12925|13114|13206|13329|13355|13362|13379|13453|13499|13518|13540|13694|13987|14042|14418|14536|14567|14776|14987|15018|15421|15517|15585|15612|15699|15703|15810|15814|15903|15944|16174|16180|16312|16367|16413|16489|16494|16554|16657|16699|16785|16819|16877|16954|16986|17026|17072|17088|17136|17312|17374|17483|17503|17552|17664|17872|17985|18101|18201|18215|18219|18402|18467|18479|18598|18671|18677|18773|18952|189"
"287","Sacred Arts and City Life: The Glory of Medieval Novgorod","12/2/2006"," 2005","2006","Sacred Arts and City Life: The Glory of Medieval Novgorod. Bucerius Kunst Forum, Hamburg; The Walters Art Museum, Baltimore. 2005-2006.","9120"
"2728","The Walters' American Collection","1/1/2006"," 2005","2006","The Walters' American Collection. The Walters Art Museum, Baltimore. 2005-2006.","1642|2326|4216|12078|12096|14166|16422|17320|18209|20220|28168|35614|39053|39695"
"2152","A Child's-Eye View","19/6/2006"," 2006","2006","A Child's-Eye View. The Walters Art Museum, Baltimore. 2006.","2306|4148|7249|7461|8101|9004|9134|11789|13605|14481|17414|25886|26177|30148|36457|36520|36623|37483|39256|39821"
"2156","Alfred Jacob Miller and the Western Indians","10/9/2006"," 2006","2006","Alfred Jacob Miller and the Western Indians. The Walters Art Museum, Baltimore. 2006.","3117|5002|5881|8129|9725|14948|20533|25992|26710|27565|28044|32255|36251|36752|37403|37886|38177|39085|39378"
"470","Dressed in Gold: Books of the Italian Renaissance","8/1/2006"," 2005","2006","Dressed in Gold: Books of the Italian Renaissance. The Walters Art Museum, Baltimore. 2005-2006.","153|406|800|2209|2658|2874|3044|5740|5775|5998|6991|7579|7800|8281|8816|9199|9208|11927|12586|13209|13390|13576|13839|14942|15893|16832|17509|17553|19912|20198|20552|20889|21004|21005|21330|21404|21645|23106|23587|24196|24877|25319|25727|26849|27920|33228|33314|33418|34828|36048|36843|37288|37299|38623|39190|39321|40016|78135"
"2177","Things With Wings: Mythological Figures in Ancient Greek Art","26/11/2006"," 2005","2006","Things With Wings: Mythological Figures in Ancient Greek Art. The Walters Art Museum, Baltimore. 2005-2006.","306|2068|3446|6514|10370|12294|13179|13722|15102|15143|15911|16991|17733|18373|20927|22720|23724|25710|26264|29851|29881|30004|31125|31250|31874|31916|35219|35624|37517|37957|38630|40316|40626"
"2724","The Early History of the Bible: Transmission of Sacred Scripture from Ancient Times to the Age of Painting","1/5/2005"," 2005","2005","The Early History of the Bible: Transmission of Sacred Scripture from Ancient Times to the Age of Painting. The Walters Art Museum, Baltimore. 2005.","2699|9419|10403|10735|12237|16520|18767|19068|30297|32210|37519|39166"
"366","The Road to Impressionism: Landscapes from Corot to Manet","17/1/2005"," 2004","2005","The Road to Impressionism: Landscapes from Corot to Manet. The Walters Art Museum, Baltimore. 2004-2005.","504|938|1012|5408|8360|8803|9300|10097|10573|10647|11004|11035|13499|14081|14245|16873|17220|17847|19759|19929|20599|21057|22085|22149|22652|23563|24426|24760|25287|29818|30353|30546|31158|31455|32030|34072|35001|35281|35336|35521|35806|36010|36020|36169|37203|37377|38102|40701"
"2174","Carved for Immortality","2/10/2005"," 2004","2005","Carved for Immortality. The Walters Art Museum, Baltimore. 2004-2005.","3995|4165|6727|6857|8010|9731|13845|14680|29438|29540|29801|31522|31541|33509|33608|34810|34815|35338|35562|37698|40288|40432"
"246","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum","2/1/2005"," 2002","2005","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum. Frist Center for the Visual Arts, Nashville. 2002-2005.","342|521|599|1338|1432|2525|2724|2760|3059|3520|3684|3732|4001|4370|4468|4854|5030|6824|6829|6972|7101|8178|8182|9707|9811|10615|11375|11390|11791|11862|12194|13098|13306|13740|13797|13904|14854|14979|15302|15371|15685|16014|16465|16967|18170|19543|19682|20030|20360|21421|21584|21790|21979|22070|22450|23287|24158|24823|25690|25974|26244|26393|26799|27152|27283|27879|28102|28277|28688|29046|29630|29938|30511|30743|31822|32772|32983|33762|33973|34068|34351|34671|35520|35663|35728|36298|36708|37025|37065|37486|37927|37957|38361|38431|38536|38899|39270|39696|39746|40392|40712"
"3093","The Closed Book: Seven Short Stories","18/9/2005"," 2005","2005","The Closed Book: Seven Short Stories. The Walters Art Museum, Baltimore. 2005.","6483"
"2159","A Magnificent Age: Masterpieces from the Walters Art Museum, Baltimore","11/1/2004"," 2002","2004","A Magnificent Age: Masterpieces from the Walters Art Museum, Baltimore. The Walters Art Museum, Baltimore; The Nelson-Atkins Museum of Art, Kansas City; Mint Museum of Art, Charlotte. 2002-2004.","938|1012|1294|1418|1589|1952|1985|2255|2336|3792|4738|5043|5312|5408|5511|5567|7916|8084|9417|9820|10078|10097|10245|10573|10681|10990|11173|12349|12697|13283|13663|14245|14289|14327|15324|16288|16473|16873|17030|17220|17549|17847|17919|18829|19759|20158|20304|20599|21009|21331|21652|22581|22652|22738|22754|22867|22922|23597|24128|24230|24343|24467|24753|24760|24883|25163|25737|26248|27564|27675|27988|30282|30333|30480|30546|30663|30756|31158|31455|32030|32905|35600|36782|37377|37641|39427|40183|40613|40794"
"10","Faience: The Colors of the Heavens","30/6/2004"," 2003","2004","Faience: The Colors of the Heavens. The Walters Art Museum, Baltimore; The Walters Art Museum, Baltimore. 2003-2004.","23|1655|3236|3451|4005|4264|4506|4970|7367|7505|7903|9743|10184|14475|14574|15021|16698|16948|17438|17453|17658|18239|19384|19702|20182|21977|23913|24078|24293|27058|27507|32371|32432|33034|33051|33216|34738|35097|35689|36076|36941|38040|38264|39775|39831|39839|40736"
"2012","Illuminating the Word: Gospel Books in the Middle Ages","3/10/2004"," 2004","2004","Illuminating the Word: Gospel Books in the Middle Ages. The Walters Art Museum, Baltimore. 2004.","636|1158|2162|2494|3294|3518|5178|6320|6871|6994|7525|9001|11344|14890|15163|15178|15740|16453|17493|18216|18640|18890|19057|19172|19629|21665|22059|24158|24777|25589|26726|27600|31403|33785|35023|35282|36202|36922|40006"
"2345","Secret Signs: Egyptian Writing","21/3/2004"," 2003","2004","Secret Signs: Egyptian Writing. The Walters Art Museum, Baltimore. 2003-2004.","2978|3354|4741|6267|6551|6822|7716|8120|8879|10184|11017|11679|11698|12270|16520|16688|17195|17566|18044|18240|23856|24264|24918|26216|29710|31862|31924|32371|32819|33051|33537|37617|39515|39655"
"2344","Revolution! Documents from the American War of Independence","3/7/2004"," 2004","2004","Revolution! Documents from the American War of Independence. The Walters Art Museum, Baltimore. 2004.","11717|32108|34401|35105"
"2062","The Fabergé Menagerie","2/5/2004"," 2003","2004","The Fabergé Menagerie. The Walters Art Museum, Baltimore; Columbus Museum of Art, Columbus; Portland Art Museum, Portland. 2003-2004.","1207|1327|4432|9638|10015|13711|14310|14699|14933|15225|17661|18025|19302|19969|21055|21841|26148|27492|28582|28720|29546|30143|31663|32058|32731|33966|34494|34522|34751|40436|76634"
"2176","Tools and Models: The Art of the Sculptor in Ancient Egypt","31/10/2004"," 2003","2004","Tools and Models: The Art of the Sculptor in Ancient Egypt. The Walters Art Museum, Baltimore. 2003-2004.","2358|3652|5532|20765|23169|27831|28525|29706|29752|30234|31995|34559|38971"
"2170","Recollections of a Baltimore Artist: Sketches by Alfred Jacob Miller (1810-1874)","22/8/2004"," 2004","2004","Recollections of a Baltimore Artist: Sketches by Alfred Jacob Miller (1810-1874). The Walters Art Museum, Baltimore. 2004.","512|1082|1242|1274|2642|3222|4278|4782|7819|11113|11789|11978|12437|12752|14481|17440|17933|19634|21083|25005|26147|26487|27231|27357|27440|27763|28051|28115|31276|31932|32154|34165|35542|36557|37619|37643|39256"
"2071","Desire and Devotion: Art from India, Nepal, and Tibet in the John and Berthe Ford Collection","2/11/2003"," 2001","2003","Desire and Devotion: Art from India, Nepal, and Tibet in the John and Berthe Ford Collection. The Walters Art Museum, Baltimore; Santa Barbara Museum of Art, Santa Barbara; Albuquerque Museum, Albuquerque; Birmingham Museum of Art, Birmingham; Hong Kong Museum of Art, Hong Kong. 2001-2003.","35|601|843|947|1092|1188|1398|1422|1425|2285|2547|2619|2646|2670|2682|2749|3014|3631|3741|3754|3769|3834|4851|4857|5009|5161|6746|7087|7567|7790|8497|8527|8872|9651|9687|9694|9790|10000|10042|10210|10912|11145|11857|12245|12382|12541|12708|12978|13025|13820|13995|14186|14309|14336|14416|15562|16374|17310|18465|18540|18737|19102|19134|19799|19863|19904|20151|20483|20641|20675|20925|21112|21641|22053|22413|22420|22472|22580|22942|23140|23645|24123|24253|24375|24952|25543|26511|26790|26869|27243|28081|28127|28737|28761|29163|29336|29470|29589|29654|29666|29903|29923|30126|30144|30490|30513|31020|31397|31488|31602|31775|31805|31860|32275|32482|32605|32749|32850|33703|33849|33890|34044|34411|34507|34769|35065|35334|35373|35380|35537|35613|35955|36054|36060|36243|36398|37055|37134|37201|37360|38188|38197|38204|38811|39014|39277|39829|39933|40335|40884|40885|84215|84216|95089"
"173","The Artful Book: Selections from a Contemporary Collection of Books by Artists","23/2/2003"," 2002","2003","The Artful Book: Selections from a Contemporary Collection of Books by Artists. The Walters Art Museum, Baltimore. 2002-2003.","10729|20481|26008|77598|77599|81155"
"112","The Cross and the Crescent: Books from the Ottoman Age","18/5/2003"," 2003","2003","The Cross and the Crescent: Books from the Ottoman Age. The Walters Art Museum, Baltimore. 2003.","506|1700|4845|11494|11817|13626|14546|17609|17922|18627|20244|20256|25351|27956|30103|30322|30639|33834|33845|34098|35291|35391|39452|79990|80026|80976|81217"
"125","Expanding World Views: A Millennium of Maps","20/1/2002"," 2001","2002","Expanding World Views: A Millennium of Maps. The Walters Art Museum, Baltimore. 2001-2002.","385|1944|4405|4442|6880|8640|12332|14176|19195|21475|23820|25351|28877|32220|77733|78052|78053"
"2339","The Book of Kings: Art, War, and the Morgan Library's Medieval Picture Bible","29/12/2002"," 2002","2002","The Book of Kings: Art, War, and the Morgan Library's Medieval Picture Bible. The Walters Art Museum, Baltimore; Academy Art Museum, Easton; Princeton University Art Museum, Princeton; The Mitchell Gallery, Annapolis; Williams College Museum of Art, Williamstown. 2002.","1554|1865|2726|2767|4103|5780|6966|7155|8431|8791|8836|8954|8971|9485|9681|12618|13726|14346|15540|15887|17050|17731|18351|18554|18970|19660|19776|19871|20980|22245|22284|22630|24150|24311|24352|24521|26370|26706|26833|26909|27149|27845|30636|31149|31343|31438|33558|33851|33876|33951|34347|34985|35078|35179|37085|39166"
"97","A Renaissance Gem Revealed: Petrarch's Triumphs Disbound","10/11/2002"," 2002","2002","A Renaissance Gem Revealed: Petrarch's Triumphs Disbound. The Walters Art Museum, Baltimore. 2002.","800|2527|3044|3259|6991|9894|10370|10711|12299|13180|14942|15502|16387|19094|19350|19912|21163|21288|21892|22029|23462|23724|27282|28017|28630|28968|29144|29851|30151|30267|30290|31583|33090|36227|36893|37040|37288|38139|39770|39973|39990"
"309","Serapis: The Creation of a God","17/11/2002"," 2002","2002","Serapis: The Creation of a God. The Walters Art Museum, Baltimore. 2002.","1892|2978|5948|6611|10019|10553|10991|12892|13633|14327|14795|16402|16839|17500|23540|23680|24991|25933|26588|28146|30765|31129|34232|35440|35927|36805"
"385","The Closed Book: Seven Short Stories","4/8/2002"," 2002","2002","The Closed Book: Seven Short Stories. The Walters Art Museum, Baltimore. 2002.","6483"
"2752","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum","13/1/2002"," 2001","2002","Realms of Faith: Medieval and Byzantine Art from the Walters Art Museum. Frist Center for the Visual Arts, Nashville. 2001-2002.","342|521|599|1338|1432|2525|2724|2760|3059|3684|3732|4001|4370|4468|4854|5030|6824|6829|6972|7101|8178|8182|8836|9811|10615|11375|11390|11791|11862|12194|13098|13306|13740|13797|13904|14619|14854|15302|15371|15685|16465|16967|19543|19682|20030|20360|21584|21790|21979|22070|22450|23287|24158|24823|25690|25974|26244|26393|26771|26799|27152|27283|27879|28277|28688|28942|29046|29630|29938|30511|30743|31822|32772|32983|33762|33973|34068|34297|34351|34671|35520|35663|35728|36298|36708|37025|37065|37486|37927|37957|38361|38431|38536|38899|39270|39696|39746|40392|40712"
"2160","The American Artist as Painter and Draftsman","30/12/2001"," 2001","2001","The American Artist as Painter and Draftsman. The Walters Art Museum, Baltimore. 2001.","334|1441|1642|1755|2326|2968|3305|4216|10440|10774|11624|12096|14285|18862|19434|19824|19883|21470|21638|21918|22135|26651|28499|30527|33726|37791"
"13","Highlights from the Collection","1/4/2001"," 1998","2001","Highlights from the Collection. The Walters Art Gallery, Baltimore. 1998-2001.","492|497|585|767|1323|1377|1526|1761|1985|2405|2840|4216|4738|4813|4900|5166|5206|5311|5408|5498|5524|5634|6185|7155|7158|7175|7441|7682|7699|7916|8699|9120|9463|9863|10196|10284|10327|10416|10422|10681|11639|12046|12096|12119|12697|12963|13282|13283|13833|13900|14117|14271|14623|15324|15642|15748|15804|16373|16473|16663|16689|17020|17030|17055|17197|17847|17863|18250|18298|18537|18691|19261|19407|19755|19883|20181|20581|20837|20860|21139|21286|21331|22135|22640|22652|22808|22888|23563|23952|24336|24342|24343|24521|24887|24938|25072|25138|25163|25676|26063|26104|26207|26351|26419|26514|27282|27675|27782|28017|28513|28889|29200|29555|29585|29964|30381|30576|30710|30828|30863|31187|31295|33246|33249|33418|33595|34864|35167|35268|35964|36492|37626|37703|37744|38136|38246|38276|38678|38824|39283|39570|40183|40490|40794|40829"
"15","Philip Melanchthon's Watch","11/2/2001"," 2000","2001","Philip Melanchthon's Watch. The Walters Art Gallery, Baltimore. 2000-2001.","27471|30290"
"76","Chinese Snuff Bottles","5/2/2001"," 2000","2001","Chinese Snuff Bottles. The Walters Art Gallery, Baltimore. 2000-2001.","32|1008|2025|3646|3967|4036|4104|4381|8290|8944|13171|13347|13832|13887|13890|14053|14298|14479|14712|16177|17071|17106|18308|19413|19838|21222|21644|22519|23172|24303|25781|26313|27558|28920|29042|29384|29757|30005|30553|32050|32515|32927|33440|34472|34690|35435|36220|36775|36887|37314|37648|38145|38862|40052|40325|40874"
"525","Noble Dreams, Wicked Pleasures: Orientalism in America, 1870-1930","23/4/2001"," 2000","2001","Noble Dreams, Wicked Pleasures: Orientalism in America, 1870-1930. The Sterling and Francine Clark Art Institute, Williamstown; The Walters Art Gallery, Baltimore; Mint Museum of Art, Charlotte. 2000-2001.","21891|22767|34110"
"74","Small Northern European Portraits from The Walters Art Gallery, Baltimore","19/12/2000"," 2000","2000","Small Northern European Portraits from The Walters Art Gallery, Baltimore. National Gallery of Art, Washington. 2000.","96|341|878|899|1526|2973|4079|8272|10202|10422|10928|12013|12776|12982|15331|17394|18028|18640|22776|23602|25349|25464|25682|26123|26514|27625|28657|31025|32541|33260|33688|34953|36500|37236|40193|40261"
"446","Eureka! The Archimedes Palimpsest","3/1/2000"," 1999","2000","Eureka! The Archimedes Palimpsest. The Walters Art Gallery, Baltimore; The Field Museum, Chicago. 1999-2000.","436|12237|15656|19629|20337|22059|23998|25335|27105|27997|33493|39203|80584"
"316","Vive la France! French Treasures from the Middle Ages to Monet","16/1/2000"," 1999","2000","Vive la France! French Treasures from the Middle Ages to Monet. The Walters Art Gallery, Baltimore. 1999-2000.","175|433|1294|1573|2645|3913|3972|4541|4911|5101|5408|5452|5780|6193|6845|7188|7236|7287|7399|7509|7583|7699|7916|8084|8272|8491|10259|10672|11266|11452|12119|13014|13693|14584|14654|14936|14944|16473|16689|16988|16990|17015|17847|18829|19057|19364|19397|19544|20304|20599|20622|20962|21207|21331|21652|22313|22517|22652|23524|24116|24352|24753|26058|26351|26658|27519|27564|27666|27988|28513|29585|30108|30420|31065|31343|31438|31455|31752|32556|32663|32771|33164|33451|34671|36313|36652|36782|37370|37744|38824|39518|40613"
"965","Monet: Late Paintings of Giverny from the Musee Marmottan","1/1/1999"," 1998","1999","Monet: Late Paintings of Giverny from the Musee Marmottan. The Walters Art Gallery, Baltimore; San Diego Museum Of Art, San Diego; Portland Art Museum, Portland. 1998-1999.","10078"
"3091","Ethiopian Gospel Book: New Acquisition","11/4/1999"," 1999","1999","Ethiopian Gospel Book: New Acquisition. The Walters Art Gallery, Baltimore. 1999.","2933|31403|34615"
"213","Covered in Meaning: Book Bindings from The Walters","11/1/1998"," 1997","1998","Covered in Meaning: Book Bindings from The Walters. The Walters Art Gallery, Baltimore. 1997-1998.","6483|8115|9078|11423|16763|17493|20814|23935|26557|30558|31525|39736"
"637","French Master Drawings","18/1/1998"," 1997","1998","French Master Drawings. The Walters Art Gallery, Baltimore. 1997-1998.","299|1194|3360|3410|7424|12388|16489|17026|17374|18201|19149|22278|22331|23217|27230|29408|36503|36517|37570|39698"
"963","Masters of Light: Dutch Painters in Utrecht During the Golden Age","2/8/1998"," 1997","1998","Masters of Light: Dutch Painters in Utrecht During the Golden Age. Fine Arts Museums of San Francisco, San Francisco; The Walters Art Gallery, Baltimore; The National Gallery, London. 1997-1998.","1526|4442|10422|26419|26502|35167|38664"
