"id","art1","art2","relationship1","relationship2"
"43839","13286","20508","See Also, One of a Pair","See Also, One of a Pair"
"68411","13576","90997","Book","Part of a Book"
"44038","27338","4067","See Also, One of a Pair","See Also, One of a Pair"
"44091","11180","18979","See Also, One of a Pair","See Also, One of a Pair"
"44710","29350","39627","See Also, One of a Pair","See Also, One of a Pair"
"68410","13576","90996","Book","Part of a Book"
"44718","39972","32644","See Also, Part of Set","See Also, Part of Set"
"44719","26158","32644","See Also, Part of Set","See Also, Part of Set"
"44720","7707","32644","See Also, Part of Set","See Also, Part of Set"
"44721","12375","32644","See Also, Part of Set","See Also, Part of Set"
"44722","25391","32644","See Also, Part of Set","See Also, Part of Set"
"44728","26158","39972","See Also, Part of Set","See Also, Part of Set"
"44729","7707","39972","See Also, Part of Set","See Also, Part of Set"
"44730","12375","39972","See Also, Part of Set","See Also, Part of Set"
"44731","25391","39972","See Also, Part of Set","See Also, Part of Set"
"44732","7707","26158","See Also, Part of Set","See Also, Part of Set"
"44733","12375","26158","See Also, Part of Set","See Also, Part of Set"
"44734","25391","26158","See Also, Part of Set","See Also, Part of Set"
"44735","12375","7707","See Also, Part of Set","See Also, Part of Set"
"44736","25391","7707","See Also, Part of Set","See Also, Part of Set"
"44737","25391","12375","See Also, Part of Set","See Also, Part of Set"
"68409","13576","90995","Book","Part of a Book"
"44870","1981","12200","See Also, One of a Pair","See Also, One of a Pair"
"45076","29938","10552","See Also, One of a Pair","See Also, One of a Pair"
"45089","33853","25019","See Also, One of a Pair","See Also, One of a Pair"
"45101","32422","23870","See Also, One of a Pair","See Also, One of a Pair"
"45123","5143","22633","See Also, One of a Pair","See Also, One of a Pair"
"68408","13576","90994","Book","Part of a Book"
"45313","17555","17973","Whole","Component"
"45401","26691","36729","See Also, One of a Pair","See Also, One of a Pair"
"78259","35309","23254","Variation","Variation"
"45433","26201","36549","See Also, Part of Set","See Also, Part of Set"
"45471","23226","17603","See Also, One of a Pair","See Also, One of a Pair"
"45479","3686","13578","Whole","Component"
"45489","36342","1382","See Also, One of a Pair","See Also, One of a Pair"
"45544","13986","35472","See Also, One of a Pair","See Also, One of a Pair"
"45545","31084","21610","See Also, One of a Pair","See Also, One of a Pair"
"68407","13576","90993","Book","Part of a Book"
"68406","13576","90992","Book","Part of a Book"
"45672","13523","34305","Whole","Component"
"45681","13523","18232","Whole","Component"
"45685","13523","20734","Whole","Component"
"45689","13523","16831","Whole","Component"
"45834","40636","11387","See Also, One of a Pair","See Also, One of a Pair"
"45938","8945","40812","Whole","Component"
"45963","26906","40767","See Also, One of a Pair","See Also, One of a Pair"
"68405","13576","90991","Book","Part of a Book"
"68404","13576","90990","Book","Part of a Book"
"46093","1720","20411","Whole","Component"
"46116","22284","15694","Whole","Component"
"68403","13576","90989","Book","Part of a Book"
"68402","13576","90988","Book","Part of a Book"
"46170","33858","22731","See Also, Part of Set","See Also, Part of Set"
"46171","21123","22731","See Also, Part of Set","See Also, Part of Set"
"46172","40693","22731","See Also, Part of Set","See Also, Part of Set"
"46173","21123","33858","See Also, Part of Set","See Also, Part of Set"
"46174","40693","33858","See Also, Part of Set","See Also, Part of Set"
"46175","40693","21123","See Also, Part of Set","See Also, Part of Set"
"68401","13576","90987","Book","Part of a Book"
"46207","27865","5617","See Also, One of a Pair","See Also, One of a Pair"
"46209","36531","3596","Whole","Component"
"68400","13576","90986","Book","Part of a Book"
"43791","18294","3520","See Also, Part of Set","See Also, Part of Set"
"46275","17182","35264","Whole","Component"
"46276","17182","20957","Whole","Component"
"68399","13576","90985","Book","Part of a Book"
"46333","21440","35991","See Also, One of a Pair","See Also, One of a Pair"
"46370","779","375","See Also, One of a Pair","See Also, One of a Pair"
"46398","24760","23217","Parent","Child"
"46444","31439","15515","Whole","Component"
"46476","28840","20101","Parent","Child"
"46496","23195","8887","See Also, One of a Pair","See Also, One of a Pair"
"68398","13576","90984","Book","Part of a Book"
"46672","31439","21069","Whole","Component"
"46686","30908","23436","See Also, One of a Pair","See Also, One of a Pair"
"46692","21990","36434","Whole","Component"
"46693","21990","19558","Whole","Component"
"46695","30935","21191","Parent","Child"
"47035","864","31537","See Also, One of a Pair","See Also, One of a Pair"
"68397","13576","90983","Book","Part of a Book"
"47152","7956","991","See Also, One of a Pair","See Also, One of a Pair"
"47333","21191","30935","See Also, One of a Pair","See Also, One of a Pair"
"47346","719","39475","See Also, One of a Pair","See Also, One of a Pair"
"47395","35292","26762","See Also, One of a Pair","See Also, One of a Pair"
"47530","30334","1978","See Also, One of a Pair","See Also, One of a Pair"
"68396","13576","90982","Book","Part of a Book"
"47578","11147","3422","Parent","Child"
"47598","5502","37941","See Also, One of a Pair","See Also, One of a Pair"
"47648","23934","2436","See Also, One of a Pair","See Also, One of a Pair"
"47747","28072","29317","See Also, One of a Pair","See Also, One of a Pair"
"47748","3566","6040","See Also, Part of Set","See Also, Part of Set"
"47764","6933","31911","See Also, One of a Pair","See Also, One of a Pair"
"47930","18245","12314","See Also, One of a Pair","See Also, One of a Pair"
"68395","13576","90981","Book","Part of a Book"
"48068","7697","12944","See Also, One of a Pair","See Also, One of a Pair"
"48134","19034","34348","See Also, One of a Pair","See Also, One of a Pair"
"48282","9185","2071","See Also, One of a Pair","See Also, One of a Pair"
"48287","20101","28840","See Also, One of a Pair","See Also, One of a Pair"
"48411","26073","19832","See Also, One of a Pair","See Also, One of a Pair"
"68394","13576","90980","Book","Part of a Book"
"48418","3422","11147","See Also, One of a Pair","See Also, One of a Pair"
"68393","13576","90979","Book","Part of a Book"
"48640","15090","26945","See Also, One of a Pair","See Also, One of a Pair"
"68392","13576","90978","Book","Part of a Book"
"48717","8887","23195","Parent","Child"
"68391","13576","90977","Book","Part of a Book"
"68390","13576","90976","Book","Part of a Book"
"68389","13576","90975","Book","Part of a Book"
"68388","13576","90974","Book","Part of a Book"
"68387","13576","90973","Book","Part of a Book"
"68386","13576","90972","Book","Part of a Book"
"68385","13576","90971","Book","Part of a Book"
"68384","13576","90970","Book","Part of a Book"
"68383","13576","90969","Book","Part of a Book"
"68382","13576","90968","Book","Part of a Book"
"68381","13576","90967","Book","Part of a Book"
"68380","6775","90965","Book","Part of a Book"
"68379","6775","90964","Book","Part of a Book"
"68378","6775","90963","Book","Part of a Book"
"68377","6775","90962","Book","Part of a Book"
"68376","6775","90961","Book","Part of a Book"
"58341","8665","21903","Variation","Variation"
"68374","6775","90959","Book","Part of a Book"
"68373","6775","90958","Book","Part of a Book"
"68370","19840","90954","Book","Part of a Book"
"68369","19840","90955","Book","Part of a Book"
"68368","29593","90953","Book","Part of a Book"
"68367","38669","90952","Book","Part of a Book"
"68328","13018","90823","Book","Part of a Book"
"68324","28877","90819","Book","Part of a Book"
"68314","20481","90810","Book","Part of a Book"
"68287","36768","90748","Parent","Child"
"68286","13310","90747","Parent","Child"
"68285","13310","90746","Parent","Child"
"68284","36768","90745","Parent","Child"
"68283","35495","90744","Whole","Component"
"68272","4532","90668","Book","Part of a Book"
"68268","663","90665","Book","Part of a Book"
"68267","663","90664","Book","Part of a Book"
"68266","663","90663","Book","Part of a Book"
"68265","663","90662","Book","Part of a Book"
"68264","663","90661","Book","Part of a Book"
"68263","663","90660","Book","Part of a Book"
"68262","663","90659","Book","Part of a Book"
"68261","663","90658","Book","Part of a Book"
"68260","663","90657","Book","Part of a Book"
"67964","25339","90609","Book","Part of a Book"
"67963","25339","90608","Book","Part of a Book"
"67962","25339","90607","Book","Part of a Book"
"67924","19922","90578","Book","Part of a Book"
"67917","19908","90572","Book","Part of a Book"
"67916","29703","90571","Book","Part of a Book"
"67913","13018","90568","Book","Part of a Book"
"67912","13018","90567","Book","Part of a Book"
"67910","17553","90565","Book","Part of a Book"
"67904","25386","90564","Book","Part of a Book"
"67903","25386","90563","Book","Part of a Book"
"67902","20952","90562","Book","Part of a Book"
"67901","19423","90561","Book","Part of a Book"
"67820","18978","90339","Book","Part of a Book"
"67798","18978","90316","Book","Part of a Book"
"67797","18978","90315","Book","Part of a Book"
"67794","36269","90299","Book","Part of a Book"
"67792","36269","90297","Book","Part of a Book"
"67791","36269","90296","Book","Part of a Book"
"67790","36269","90295","Book","Part of a Book"
"67789","36269","90294","Book","Part of a Book"
"67788","36269","90293","Book","Part of a Book"
"67787","36269","90292","Book","Part of a Book"
"67786","36269","90291","Book","Part of a Book"
"67785","36269","90290","Book","Part of a Book"
"67784","36269","90289","Book","Part of a Book"
"67783","36269","90288","Book","Part of a Book"
"67782","36269","90287","Book","Part of a Book"
"67781","36269","90286","Book","Part of a Book"
"67780","36269","90285","Book","Part of a Book"
"67779","36269","90284","Book","Part of a Book"
"67778","36269","90283","Book","Part of a Book"
"67776","36269","90281","Book","Part of a Book"
"67775","36269","90280","Book","Part of a Book"
"67774","36269","90279","Book","Part of a Book"
"67773","36269","90278","Book","Part of a Book"
"67772","36269","90277","Book","Part of a Book"
"67771","36269","90276","Book","Part of a Book"
"67770","36269","90275","Book","Part of a Book"
"67769","36269","90274","Book","Part of a Book"
"67768","36269","90273","Book","Part of a Book"
"67767","36269","90272","Book","Part of a Book"
"67766","36269","90271","Book","Part of a Book"
"67765","36269","90270","Book","Part of a Book"
"67764","36269","90269","Book","Part of a Book"
"67724","38025","90219","Book","Part of a Book"
"67723","11787","90218","Book","Part of a Book"
"67722","6633","90217","Book","Part of a Book"
"67721","1759","90216","Book","Part of a Book"
"67720","25339","90215","Book","Part of a Book"
"67671","18847","90189","Book","Part of a Book"
"67514","31207","88856","Book","Part of a Book"
"67362","26205","88845","Book","Part of a Book"
"67361","11976","88844","Book","Part of a Book"
"67360","11976","88843","Book","Part of a Book"
"67359","11976","88842","Book","Part of a Book"
"67358","11976","88841","Book","Part of a Book"
"67357","11976","88840","Book","Part of a Book"
"67356","26205","88839","Book","Part of a Book"
"67355","26205","88838","Book","Part of a Book"
"67323","78185","88796","Book","Part of a Book"
"67230","88811","31624","See Also, Double Leaf","See Also, Double Leaf"
"67229","7538","88811","Book","Part of a Book"
"67228","88810","31811","See Also, Double Leaf","See Also, Double Leaf"
"67227","7538","88810","Book","Part of a Book"
"67226","78187","15156","See Also, Double Leaf","See Also, Double Leaf"
"67225","33108","78281","See Also, Double Leaf","See Also, Double Leaf"
"67224","88809","19379","See Also, Double Leaf","See Also, Double Leaf"
"67223","7538","88809","Book","Part of a Book"
"67222","88808","20234","See Also, Double Leaf","See Also, Double Leaf"
"67221","7538","88808","Book","Part of a Book"
"67220","88807","3375","See Also, Double Leaf","See Also, Double Leaf"
"67219","7538","88807","Book","Part of a Book"
"67218","88806","22205","See Also, Double Leaf","See Also, Double Leaf"
"67217","7538","88806","Book","Part of a Book"
"67216","88805","753","See Also, Double Leaf","See Also, Double Leaf"
"67215","7538","88805","Book","Part of a Book"
"67214","88804","3234","See Also, Double Leaf","See Also, Double Leaf"
"67213","7538","88804","Book","Part of a Book"
"67212","88803","22096","See Also, Double Leaf","See Also, Double Leaf"
"67211","7538","88803","Book","Part of a Book"
"67210","78322","31851","See Also, Double Leaf","See Also, Double Leaf"
"62702","21368","81316","Book","Part of a Book"
"62701","34985","81315","Book","Part of a Book"
"67207","88801","14629","See Also, Double Leaf","See Also, Double Leaf"
"67206","7538","88801","Book","Part of a Book"
"67205","88800","9111","See Also, Double Leaf","See Also, Double Leaf"
"67204","7538","88800","Book","Part of a Book"
"67203","88799","29484","See Also, Double Leaf","See Also, Double Leaf"
"67202","7538","88799","Book","Part of a Book"
"67200","88798","33535","See Also, Double Leaf","See Also, Double Leaf"
"67199","7538","88798","Book","Part of a Book"
"67198","88797","239","See Also, Double Leaf","See Also, Double Leaf"
"67197","7538","88797","Book","Part of a Book"
"67196","88796","29238","See Also, Double Leaf","See Also, Double Leaf"
"67194","88795","33758","See Also, Double Leaf","See Also, Double Leaf"
"67193","7538","88795","Book","Part of a Book"
"67192","88793","18672","See Also, Double Leaf","See Also, Double Leaf"
"67191","7538","88793","Book","Part of a Book"
"67190","88791","9407","See Also, Double Leaf","See Also, Double Leaf"
"67189","7538","88791","Book","Part of a Book"
"67188","88789","31354","See Also, Double Leaf","See Also, Double Leaf"
"67187","7538","88789","Book","Part of a Book"
"67186","88788","20664","See Also, Double Leaf","See Also, Double Leaf"
"67185","7538","88788","Book","Part of a Book"
"62700","34985","81314","Book","Part of a Book"
"67182","29703","88785","Book","Part of a Book"
"67181","29703","88784","Book","Part of a Book"
"67180","29703","88783","Book","Part of a Book"
"67179","29703","88782","Book","Part of a Book"
"67178","29703","88781","Book","Part of a Book"
"67177","29703","88780","Book","Part of a Book"
"67176","29703","88779","Book","Part of a Book"
"67175","29703","88778","Book","Part of a Book"
"67174","29703","88777","Book","Part of a Book"
"67173","19908","88776","Book","Part of a Book"
"67172","19908","88775","Book","Part of a Book"
"67171","19908","88774","Book","Part of a Book"
"67170","19908","88773","Book","Part of a Book"
"67169","19908","88772","Book","Part of a Book"
"67168","19908","88771","Book","Part of a Book"
"67167","19908","88770","Book","Part of a Book"
"67166","19908","88769","Book","Part of a Book"
"67165","19908","88768","Book","Part of a Book"
"67164","19908","88767","Book","Part of a Book"
"67163","19908","88766","Book","Part of a Book"
"67162","13885","88765","Book","Part of a Book"
"67161","4598","88764","Book","Part of a Book"
"67160","4598","88762","Book","Part of a Book"
"67159","4598","88761","Book","Part of a Book"
"67158","4598","88763","Book","Part of a Book"
"67157","4598","88760","Book","Part of a Book"
"67156","4598","88759","Book","Part of a Book"
"67155","4598","88758","Book","Part of a Book"
"67154","4598","88757","Book","Part of a Book"
"67152","4598","88756","Book","Part of a Book"
"67144","24777","88708","Book","Part of a Book"
"67138","19922","88687","Book","Part of a Book"
"67137","19922","88686","Book","Part of a Book"
"67136","19922","88685","Book","Part of a Book"
"67135","19816","88691","Book","Part of a Book"
"67134","19816","88690","Book","Part of a Book"
"67133","19816","88689","Book","Part of a Book"
"67132","19816","88688","Book","Part of a Book"
"67130","26557","88707","Book","Part of a Book"
"67129","26557","88706","Book","Part of a Book"
"67128","26557","88705","Book","Part of a Book"
"67127","26557","88704","Book","Part of a Book"
"67126","26557","88703","Book","Part of a Book"
"67124","33460","88702","Book","Part of a Book"
"67123","33460","88701","Book","Part of a Book"
"67122","33460","88700","Book","Part of a Book"
"67121","33460","88699","Book","Part of a Book"
"67120","33460","88698","Book","Part of a Book"
"67119","33460","88697","Book","Part of a Book"
"67118","33460","88696","Book","Part of a Book"
"67117","33460","88695","Book","Part of a Book"
"67116","33460","88694","Book","Part of a Book"
"67115","33460","88693","Book","Part of a Book"
"67114","33460","88692","Book","Part of a Book"
"67004","24448","88635","Book","Part of a Book"
"67003","24448","88634","Book","Part of a Book"
"67002","24448","88633","Book","Part of a Book"
"67001","24448","88632","Book","Part of a Book"
"67000","24448","88631","Book","Part of a Book"
"66999","24448","88630","Book","Part of a Book"
"66998","24448","88629","Book","Part of a Book"
"66997","24448","88628","Book","Part of a Book"
"66996","24448","88627","Book","Part of a Book"
"66995","24448","88626","Book","Part of a Book"
"66994","24448","88625","Book","Part of a Book"
"66993","24448","88624","Book","Part of a Book"
"66992","24448","88623","Book","Part of a Book"
"66991","24448","88622","Book","Part of a Book"
"66990","24448","88621","Book","Part of a Book"
"66984","36269","88595","Book","Part of a Book"
"66982","36269","88594","Book","Part of a Book"
"66979","26706","87507","Book","Part of a Book"
"66978","26706","87506","Book","Part of a Book"
"66701","26706","88534","Book","Part of a Book"
"66700","3915","88533","Book","Part of a Book"
"66698","6245","88483","Book","Part of a Book"
"66697","6245","88482","Book","Part of a Book"
"66696","6245","88481","Book","Part of a Book"
"66695","6245","88480","Book","Part of a Book"
"66694","6245","88479","Book","Part of a Book"
"66693","6245","88478","Book","Part of a Book"
"66692","6245","88477","Book","Part of a Book"
"66691","6245","88476","Book","Part of a Book"
"66690","6245","88475","Book","Part of a Book"
"66689","6245","88474","Book","Part of a Book"
"66688","6245","88473","Book","Part of a Book"
"66687","6245","88472","Book","Part of a Book"
"66686","6245","88471","Book","Part of a Book"
"66685","6245","88438","Book","Part of a Book"
"66684","6245","88507","Book","Part of a Book"
"66683","6245","88506","Book","Part of a Book"
"66682","6245","88505","Book","Part of a Book"
"66526","22752","87629","Book","Part of a Book"
"66525","22752","87631","Book","Part of a Book"
"66524","22752","87630","Book","Part of a Book"
"66523","6245","88508","Book","Part of a Book"
"66522","6245","88504","Book","Part of a Book"
"66521","6245","88511","Book","Part of a Book"
"66520","6245","88503","Book","Part of a Book"
"66519","6245","88510","Book","Part of a Book"
"66518","6245","88502","Book","Part of a Book"
"66517","6245","88501","Book","Part of a Book"
"66516","6245","88500","Book","Part of a Book"
"66515","6245","88499","Book","Part of a Book"
"66514","6245","88498","Book","Part of a Book"
"66513","6245","88497","Book","Part of a Book"
"66512","6245","88496","Book","Part of a Book"
"66511","6245","88495","Book","Part of a Book"
"66510","6245","88494","Book","Part of a Book"
"66509","6245","88493","Book","Part of a Book"
"66508","6245","88492","Book","Part of a Book"
"66507","6245","88490","Book","Part of a Book"
"66506","6245","88491","Book","Part of a Book"
"66505","6245","88489","Book","Part of a Book"
"66504","6245","88487","Book","Part of a Book"
"66503","6245","88509","Book","Part of a Book"
"66502","6245","88486","Book","Part of a Book"
"66501","6245","88485","Book","Part of a Book"
"66500","6245","88484","Book","Part of a Book"
"66499","6245","88488","Book","Part of a Book"
"66496","15169","87633","Book","Part of a Book"
"66495","15169","87632","Book","Part of a Book"
"66494","31912","87628","Book","Part of a Book"
"66492","35288","87625","Book","Part of a Book"
"66489","39452","87621","Book","Part of a Book"
"66488","39452","87620","Book","Part of a Book"
"66328","84201","84202","Book","Part of a Book"
"66308","17584","85655","Book","Part of a Book"
"66307","17584","85654","Book","Part of a Book"
"66306","11403","85653","Book","Part of a Book"
"66305","11403","85652","Book","Part of a Book"
"66304","11403","85651","Book","Part of a Book"
"66301","30030","85648","Book","Part of a Book"
"66298","7308","85645","Book","Part of a Book"
"66297","7308","85644","Book","Part of a Book"
"66250","32482","84216","Book","Part of a Book"
"66249","32482","84215","Book","Part of a Book"
"65922","17490","84961","Book","Part of a Book"
"65921","17490","79070","Book","Part of a Book"
"65866","38025","84867","Book","Part of a Book"
"65865","38025","84826","Book","Part of a Book"
"65864","38025","84865","Book","Part of a Book"
"65863","38025","84864","Book","Part of a Book"
"65862","38025","84863","Book","Part of a Book"
"65861","38025","84862","Book","Part of a Book"
"65860","38025","84861","Book","Part of a Book"
"65859","38025","84860","Book","Part of a Book"
"65858","38025","84859","Book","Part of a Book"
"65857","38025","84858","Book","Part of a Book"
"65856","38025","84857","Book","Part of a Book"
"65855","38025","84856","Book","Part of a Book"
"65854","38025","84855","Book","Part of a Book"
"65853","38025","84854","Book","Part of a Book"
"65852","38025","84853","Book","Part of a Book"
"65851","38025","84852","Book","Part of a Book"
"65850","38025","84851","Book","Part of a Book"
"65849","38025","84850","Book","Part of a Book"
"65848","38025","84849","Book","Part of a Book"
"65847","38025","84848","Book","Part of a Book"
"65846","38025","84847","Book","Part of a Book"
"65845","38025","84846","Book","Part of a Book"
"65844","38025","84866","Book","Part of a Book"
"65843","38025","84845","Book","Part of a Book"
"65842","38025","84844","Book","Part of a Book"
"65841","38025","84843","Book","Part of a Book"
"65840","38025","84842","Book","Part of a Book"
"65839","38025","84841","Book","Part of a Book"
"65838","38025","84840","Book","Part of a Book"
"65837","38025","84839","Book","Part of a Book"
"65836","38025","84838","Book","Part of a Book"
"65835","38025","84837","Book","Part of a Book"
"65834","38025","84836","Book","Part of a Book"
"65833","38025","84835","Book","Part of a Book"
"65832","38025","84834","Book","Part of a Book"
"65831","38025","84833","Book","Part of a Book"
"65830","38025","84832","Book","Part of a Book"
"65829","38025","84831","Book","Part of a Book"
"65828","38025","84830","Book","Part of a Book"
"65827","38025","84829","Book","Part of a Book"
"65826","38025","84828","Book","Part of a Book"
"65825","38025","84827","Book","Part of a Book"
"65648","35381","84362","Book","Part of a Book"
"65647","35381","84361","Book","Part of a Book"
"65646","35381","84360","Book","Part of a Book"
"65645","35381","84359","Book","Part of a Book"
"65644","35381","84358","Book","Part of a Book"
"65643","35381","84357","Book","Part of a Book"
"65642","35381","84356","Book","Part of a Book"
"65641","35381","84355","Book","Part of a Book"
"65640","35381","84354","Book","Part of a Book"
"65639","35381","84353","Book","Part of a Book"
"65638","35381","84352","Book","Part of a Book"
"65636","20244","79050","Book","Part of a Book"
"65629","20244","84333","Book","Part of a Book"
"65628","20244","84332","Book","Part of a Book"
"65625","20980","84329","Book","Part of a Book"
"65597","17374","81396","Variation","Variation"
"65592","3536","84299","Book","Part of a Book"
"65591","3536","6532","Book","Part of a Book"
"65590","3536","84298","Book","Part of a Book"
"65589","3536","6758","Book","Part of a Book"
"65588","3536","84297","Book","Part of a Book"
"65587","3536","10757","Book","Part of a Book"
"65586","3536","84296","Book","Part of a Book"
"65585","3536","37018","Book","Part of a Book"
"65552","25935","84263","Book","Part of a Book"
"65551","25935","84262","Book","Part of a Book"
"65545","17731","84256","Book","Part of a Book"
"65544","17731","84255","Book","Part of a Book"
"65536","32268","84250","Book","Part of a Book"
"65535","32268","84249","Book","Part of a Book"
"65534","8353","84248","Book","Part of a Book"
"65533","8353","84247","Book","Part of a Book"
"65532","9670","84246","Book","Part of a Book"
"65531","9670","84245","Book","Part of a Book"
"65530","24142","84244","Book","Part of a Book"
"65529","24142","84243","Book","Part of a Book"
"65528","6785","84242","Book","Part of a Book"
"65527","6785","84241","Book","Part of a Book"
"65519","4103","84234","Book","Part of a Book"
"65518","4103","84233","Book","Part of a Book"
"65517","32164","84232","Book","Part of a Book"
"65516","32164","84231","Book","Part of a Book"
"65515","8425","84230","Book","Part of a Book"
"65514","8425","84229","Book","Part of a Book"
"65513","34126","84228","Book","Part of a Book"
"65512","34126","84227","Book","Part of a Book"
"65511","20233","84226","Book","Part of a Book"
"65510","20233","84225","Book","Part of a Book"
"65509","33697","84224","Book","Part of a Book"
"65508","33697","84223","Book","Part of a Book"
"65507","19657","84222","Book","Part of a Book"
"65506","19657","84221","Book","Part of a Book"
"65505","29704","84220","Book","Part of a Book"
"65504","29704","84219","Book","Part of a Book"
"65503","25950","84218","Book","Part of a Book"
"65502","25950","84217","Book","Part of a Book"
"57538","3282","8363","Final State","Preliminary State"
"65499","995","84212","Book","Part of a Book"
"65498","995","84211","Book","Part of a Book"
"65497","9073","84210","Book","Part of a Book"
"65496","9073","84209","Book","Part of a Book"
"65495","39294","84208","Book","Part of a Book"
"65494","39294","84207","Book","Part of a Book"
"57535","8652","40065","Final State","Preliminary State"
"65491","15299","84204","Book","Part of a Book"
"65490","15299","84203","Book","Part of a Book"
"65489","7005","84202","Book","Part of a Book"
"65488","7005","84201","Book","Part of a Book"
"65487","15995","84200","Book","Part of a Book"
"65486","15995","84199","Book","Part of a Book"
"65485","9485","84198","Book","Part of a Book"
"65484","9485","84197","Book","Part of a Book"
"65471","3488","83922","Book","Part of a Book"
"65470","3488","84185","Book","Part of a Book"
"65469","3488","84184","Book","Part of a Book"
"65468","3488","84183","Book","Part of a Book"
"65467","3488","84182","Book","Part of a Book"
"65466","3488","84181","Book","Part of a Book"
"65465","3488","84180","Book","Part of a Book"
"65464","3488","84179","Book","Part of a Book"
"65463","3488","84178","Book","Part of a Book"
"65462","3488","84177","Book","Part of a Book"
"65461","3488","84176","Book","Part of a Book"
"65460","3488","84175","Book","Part of a Book"
"65459","3488","84174","Book","Part of a Book"
"65458","3488","84173","Book","Part of a Book"
"65457","3488","84172","Book","Part of a Book"
"65456","3488","84171","Book","Part of a Book"
"65455","3488","84170","Book","Part of a Book"
"65454","3488","84169","Book","Part of a Book"
"65453","3488","84168","Book","Part of a Book"
"65452","3488","84167","Book","Part of a Book"
"65451","3488","84166","Book","Part of a Book"
"65450","3488","84165","Book","Part of a Book"
"65449","3488","84164","Book","Part of a Book"
"65448","3488","84163","Book","Part of a Book"
"65447","3488","84162","Book","Part of a Book"
"65446","3488","84161","Book","Part of a Book"
"65445","3488","84160","Book","Part of a Book"
"65444","3488","84159","Book","Part of a Book"
"65443","3488","84158","Book","Part of a Book"
"65442","3488","84157","Book","Part of a Book"
"65441","3488","84156","Book","Part of a Book"
"65440","3488","84155","Book","Part of a Book"
"65439","3488","84154","Book","Part of a Book"
"65438","3488","84153","Book","Part of a Book"
"65437","3488","84152","Book","Part of a Book"
"65436","3488","84151","Book","Part of a Book"
"65435","3488","84150","Book","Part of a Book"
"65434","3488","84149","Book","Part of a Book"
"65433","3488","84148","Book","Part of a Book"
"65432","3488","84147","Book","Part of a Book"
"65431","3488","84146","Book","Part of a Book"
"65430","3488","84145","Book","Part of a Book"
"65429","3488","84144","Book","Part of a Book"
"65428","3488","84143","Book","Part of a Book"
"65427","3488","84142","Book","Part of a Book"
"65426","3488","84141","Book","Part of a Book"
"65425","3488","84140","Book","Part of a Book"
"65424","3488","84139","Book","Part of a Book"
"65423","3488","84138","Book","Part of a Book"
"65422","3488","84137","Book","Part of a Book"
"65421","3488","84136","Book","Part of a Book"
"65420","3488","84135","Book","Part of a Book"
"65419","3488","84134","Book","Part of a Book"
"65418","3488","84133","Book","Part of a Book"
"65417","3488","84132","Book","Part of a Book"
"65416","3488","84131","Book","Part of a Book"
"65415","3488","84130","Book","Part of a Book"
"65414","3488","84129","Book","Part of a Book"
"65413","3488","84128","Book","Part of a Book"
"65412","3488","84127","Book","Part of a Book"
"65411","3488","84126","Book","Part of a Book"
"65410","3488","84125","Book","Part of a Book"
"65409","3488","84124","Book","Part of a Book"
"65408","3488","84123","Book","Part of a Book"
"65407","3488","84122","Book","Part of a Book"
"65406","3488","84121","Book","Part of a Book"
"65405","3488","84120","Book","Part of a Book"
"65404","3488","84119","Book","Part of a Book"
"65403","3488","84118","Book","Part of a Book"
"65402","3488","84117","Book","Part of a Book"
"65401","3488","84116","Book","Part of a Book"
"65400","3488","84115","Book","Part of a Book"
"65399","3488","84114","Book","Part of a Book"
"65398","3488","84113","Book","Part of a Book"
"65397","3488","84112","Book","Part of a Book"
"65396","3488","84111","Book","Part of a Book"
"65395","3488","84110","Book","Part of a Book"
"65394","3488","84109","Book","Part of a Book"
"65393","3488","84108","Book","Part of a Book"
"65392","3488","84107","Book","Part of a Book"
"65391","3488","84106","Book","Part of a Book"
"65390","3488","84105","Book","Part of a Book"
"65389","3488","84104","Book","Part of a Book"
"65388","3488","84103","Book","Part of a Book"
"65387","3488","84102","Book","Part of a Book"
"65386","3488","84101","Book","Part of a Book"
"65385","3488","84100","Book","Part of a Book"
"65384","3488","84099","Book","Part of a Book"
"65383","3488","84098","Book","Part of a Book"
"65382","3488","84097","Book","Part of a Book"
"65381","3488","84096","Book","Part of a Book"
"65380","3488","84095","Book","Part of a Book"
"65379","3488","84094","Book","Part of a Book"
"65378","3488","84093","Book","Part of a Book"
"65377","3488","84092","Book","Part of a Book"
"65376","3488","84091","Book","Part of a Book"
"65375","3488","84090","Book","Part of a Book"
"65374","3488","84089","Book","Part of a Book"
"65373","3488","84088","Book","Part of a Book"
"65372","3488","84087","Book","Part of a Book"
"65371","3488","84086","Book","Part of a Book"
"65370","3488","84085","Book","Part of a Book"
"65369","3488","84084","Book","Part of a Book"
"65368","3488","84083","Book","Part of a Book"
"65367","3488","84082","Book","Part of a Book"
"65366","3488","84081","Book","Part of a Book"
"65365","3488","84080","Book","Part of a Book"
"65364","3488","84079","Book","Part of a Book"
"65363","3488","84078","Book","Part of a Book"
"65362","3488","84077","Book","Part of a Book"
"65361","3488","84076","Book","Part of a Book"
"65360","3488","84075","Book","Part of a Book"
"65359","3488","84074","Book","Part of a Book"
"65358","3488","84073","Book","Part of a Book"
"65357","3488","84072","Book","Part of a Book"
"65356","3488","84071","Book","Part of a Book"
"65355","3488","84070","Book","Part of a Book"
"65354","3488","84069","Book","Part of a Book"
